st_id,password,first_name,last_name,age,gender,nationality,completed_units,interest
88116,iQPcV,Fernando,Torres,21,Male,Laos,"BCO7000 (Sem 2), BCO7006 (Sem 1), BCO7007 (Sem 2), BCO7003 (Sem 1)",Operations and Supply Chain Management
04964,QGyX6,Fernando,Santos,30,Male,Vietnam,"BEO6600 (Sem 2), BEO6000 (Sem 3)",Leadership and Strategic Management
23740,qTDyT,Carlos,Torres,31,Male,Myanmar,BCO6008 (Sem 2),Marketing Strategy and Consumer Behavior
66324,R4vkb,Veronica,Cruz,30,Female,Singapore,"BEO6000 (Sem 3), BCO7004 (Sem 4), BCO7005 (Sem 2)",Information Technology and Systems
24037,sp4X5,Miguel,Garcia,32,Male,Vietnam,"BEO6000 (Sem 3), BCO7000 (Sem 1)",Marketing Strategy and Consumer Behavior
96124,r4ha1,Juan,Garcia,32,Male,Indonesia,"BEO6000 (Sem 3), BCO7002 (Sem 4), BCO7003 (Sem 1)",Marketing Strategy and Consumer Behavior
88170,TagXA,Roberto,Santos,25,Male,Malaysia,"BCO7005 (Sem 2), BEO6000 (Sem 3), BAO6504 (Sem 1)",Financial and Managerial Accounting
24508,ueoZh,Alberto,Cruz,34,Male,Laos,"BCO7000 (Sem 4), BCO7006 (Sem 4), BEO6000 (Sem 3), BAO6504 (Sem 1), BCO7004 (Sem 4)",Data-Driven Decision Making and Analytics
03487,NyLAC,Veronica,Morales,20,Female,Cambodia,BAO6504 (Sem 1),Digital Media and Content Creation
98403,YWKr7,Alberto,Flores,29,Male,Philippines,BCO7005 (Sem 2),Marketing Strategy and Consumer Behavior
46047,QyBX5,Jose,Reyes,24,Male,Singapore,"BCO7000 (Sem 1), BCO7006 (Sem 1), BCO7004 (Sem 4)",Marketing Strategy and Consumer Behavior
49493,V3trn,Antonio,Rivera,27,Male,Vietnam,"BEO6000 (Sem 3), BCO7004 (Sem 4), BCO7003 (Sem 1)",Operations and Supply Chain Management
30349,sdcU2,Maria,Santos,21,Female,Philippines,BEO6000 (Sem 3),Financial and Managerial Accounting
37338,Ykz8u,Alicia,Fernandez,35,Female,Philippines,BEO6000 (Sem 3),Digital Media and Content Creation
80189,CQVPj,Carlos,Martinez,21,Male,Indonesia,BEO6000 (Sem 3),Digital Media and Content Creation
34674,LCsSW,Rosa,Gonzalez,31,Female,Malaysia,"BEO6600 (Sem 2), BCO7002 (Sem 4), BEO6000 (Sem 3)",Financial and Managerial Accounting
90409,VpBxv,Luisa,Garcia,27,Female,Philippines,"BCO7004 (Sem 4), BCO7007 (Sem 2)",Financial and Managerial Accounting
33724,DC0fE,Jose,Fernandez,19,Male,Myanmar,"BCO7000 (Sem 4), BCO7006 (Sem 4), BCO7004 (Sem 4)",Leadership and Strategic Management
12694,6FWLQ,Angelica,Fernandez,19,Female,Indonesia,"BCO7002 (Sem 4), BAO6504 (Sem 1)",Leadership and Strategic Management
68630,Wd9p4,Ismael,Santos,28,Male,Singapore,"BCO7000 (Sem 4), BCO7006 (Sem 4), BCO7002 (Sem 4)",Operations and Supply Chain Management
35547,hIqQG,Alicia,Santos,30,Female,Malaysia,"BCO7002 (Sem 4), BEO6000 (Sem 3), BAO6504 (Sem 1)",Information Technology and Systems
56167,1KDW7,Rosa,Rivera,23,Female,Vietnam,"BCO7000 (Sem 1), BCO6008 (Sem 2), BEO6000 (Sem 3)",Data-Driven Decision Making and Analytics
75369,MmSfO,Fernando,Martinez,27,Male,Myanmar,"BCO7007 (Sem 2), BEO6000 (Sem 3)",Information Technology and Systems
34154,4gYas,Isabela,Flores,29,Female,Singapore,BEO6000 (Sem 3),Financial and Managerial Accounting
12290,nTsMr,Carmen,Santos,21,Female,Philippines,"BCO7002 (Sem 4), BAO6504 (Sem 1), BEO6000 (Sem 3)",Leadership and Strategic Management
59039,mn647,Antonio,Ramos,29,Male,Philippines,"BCO7007 (Sem 2), BEO6000 (Sem 3)",Data-Driven Decision Making and Analytics
59864,9z5uV,Alberto,Fernandez,18,Male,Vietnam,"BCO7000 (Sem 1), BCO7006 (Sem 1), BAO6504 (Sem 1)",Financial and Managerial Accounting
29428,3Lh04,Sofia,Martinez,31,Female,Laos,"BCO7003 (Sem 1), BEO6600 (Sem 2)",Information Technology and Systems
29153,HcKcT,Alicia,Reyes,24,Female,Indonesia,"BCO7002 (Sem 4), BCO7007 (Sem 2), BEO6000 (Sem 3)",Digital Media and Content Creation
79937,2zLMj,Fernando,Rivera,31,Male,Indonesia,"BCO7000 (Sem 2), BCO7006 (Sem 2), BCO6008 (Sem 2), BCO7004 (Sem 4)",Marketing Strategy and Consumer Behavior
57787,mJ7u0,Roberto,Rivera,25,Male,Indonesia,"BCO7000 (Sem 2), BCO7006 (Sem 2), BCO7007 (Sem 2), BEO6000 (Sem 3)",Leadership and Strategic Management
82840,v2OFk,Jessica,Gonzalez,21,Female,Vietnam,"	
WOM1000 (Sem 1)",Operations and Supply Chain Management
37897,DnjGg,Sofia,Flores,19,Female,Philippines,"BCO7000 (Sem 1), BCO7006 (Sem 3), BEO6000 (Sem 3), BCO7004 (Sem 4)",Financial and Managerial Accounting
73821,bgQgH,Carlos,Martinez,23,Male,Laos,"BCO7000 (Sem 3), BCO7006 (Sem 4), BEO6000 (Sem 3), BCO7004 (Sem 4), BAO6504 (Sem 1)",Information Technology and Systems
24925,mSFvj,Alberto,Reyes,29,Male,Cambodia,"BCO7004 (Sem 4), BCO7007 (Sem 2), 	
WOM1000 (Sem 1)",Financial and Managerial Accounting
45264,MPZMk,Alicia,Gonzalez,27,Female,Cambodia,BCO7004 (Sem 4),Leadership and Strategic Management
79148,Q2dcA,Isabela,Rivera,19,Female,Malaysia,"BCO7000 (Sem 1), BCO7006 (Sem 1), BEO6000 (Sem 3), BCO7005 (Sem 2)",Financial and Managerial Accounting
09388,vhIKH,Alicia,Fernandez,34,Female,Thailand,"BEO6000 (Sem 3), BCO7004 (Sem 4), BEO6600 (Sem 2)",Information Technology and Systems
08675,kgR8Z,Antonio,Santos,27,Male,Indonesia,BEO6000 (Sem 3),Data-Driven Decision Making and Analytics
98115,CqcFt,Antonio,Ramos,26,Male,Myanmar,"BEO6000 (Sem 3), BCO7002 (Sem 4), BEO6600 (Sem 2)",Digital Media and Content Creation
77186,isXbc,Rosa,Fernandez,20,Female,Thailand,BEO6000 (Sem 3),General Business and Management
04421,M4lut,Miguel,Santos,19,Male,Thailand,"BCO7000 (Sem 1), BCO7006 (Sem 1)",Digital Media and Content Creation
73651,LPWZw,Antonio,Rivera,33,Male,Philippines,"BEO6000 (Sem 3), BCO7002 (Sem 4)",Data-Driven Decision Making and Analytics
60270,Keqc1,Carlos,Morales,20,Male,Philippines,"BEO6000 (Sem 3), BCO7007 (Sem 2)",Data-Driven Decision Making and Analytics
88559,AlIX5,Isabela,Torres,35,Female,Brunei,"BCO7000 (Sem 1), BCO7006 (Sem 1)",Financial and Managerial Accounting
18153,2BLbo,Roberto,Flores,23,Male,Singapore,"BCO7004 (Sem 4), BCO7003 (Sem 1), BEO6000 (Sem 3)",Operations and Supply Chain Management
71928,RACnN,Jessica,Fernandez,26,Female,Indonesia,"BCO7005 (Sem 2), BEO6000 (Sem 3)",Digital Media and Content Creation
18610,Saz3E,Veronica,Flores,19,Female,Indonesia,"BCO7000 (Sem 2), BCO7006 (Sem 2), BCO7007 (Sem 2)",Data-Driven Decision Making and Analytics
32140,MPSzm,Jose,Gonzalez,31,Male,Indonesia,BCO7007 (Sem 2),Digital Media and Content Creation
37057,CC7LG,Carmen,Garcia,23,Female,Indonesia,"BCO7000 (Sem 1), BCO7006 (Sem 1)",Digital Media and Content Creation
21261,6jUDk,Sofia,Cruz,25,Female,Indonesia,"BCO7000 (Sem 1), BCO7006 (Sem 3), 	
WOM1000 (Sem 1), BEO6000 (Sem 3), BCO7007 (Sem 2)",Information Technology and Systems
63993,rrTK0,Miguel,Martinez,28,Male,Myanmar,"BCO7000 (Sem 4), BCO7006 (Sem 4), BEO6000 (Sem 3), BCO7004 (Sem 4)",Operations and Supply Chain Management
95485,wYVDn,Veronica,Santos,21,Female,Brunei,"	
WOM1000 (Sem 1), BCO7002 (Sem 4), BEO6000 (Sem 3)",Operations and Supply Chain Management
61463,QNXEx,Ismael,Rivera,25,Male,Myanmar,"BCO7004 (Sem 4), BCO7007 (Sem 2)",Information Technology and Systems
60055,CPOBh,Sofia,Martinez,32,Female,Singapore,"BCO7005 (Sem 2), BCO7002 (Sem 4)",Data-Driven Decision Making and Analytics
88080,Y3KzK,Carlos,Cruz,22,Male,Cambodia,"BCO7003 (Sem 1), BCO6008 (Sem 2)",Information Technology and Systems
36096,tvzAh,Ricardo,Ramos,28,Male,Thailand,BCO7002 (Sem 4),Marketing Strategy and Consumer Behavior
73768,V4n36,Sofia,Santos,30,Female,Myanmar,"BCO7000 (Sem 3), BCO7006 (Sem 3), BEO6000 (Sem 3)",Operations and Supply Chain Management
55783,K3seZ,Rosa,Garcia,19,Female,Thailand,BCO6008 (Sem 2),Operations and Supply Chain Management
54814,kmDo7,Alberto,Cruz,28,Male,Myanmar,"BEO6000 (Sem 3), BCO7005 (Sem 2)",Marketing Strategy and Consumer Behavior
20537,jON8F,Jose,Rivera,33,Male,Laos,"BCO7000 (Sem 1), BCO7005 (Sem 2), BCO7002 (Sem 4)",General Business and Management
64173,amOVl,Carlos,Rivera,30,Male,Malaysia,"BCO7006 (Sem 1), BEO6000 (Sem 3), BCO7002 (Sem 4)",Leadership and Strategic Management
88381,BU8rv,Jessica,Rivera,24,Female,Singapore,"BCO7000 (Sem 1), BCO7004 (Sem 4)",Leadership and Strategic Management
55171,41Maa,Alicia,Martinez,28,Female,Laos,"BCO7000 (Sem 3), BCO7006 (Sem 2), BCO7007 (Sem 2), BEO6000 (Sem 3), BCO7002 (Sem 4)",Digital Media and Content Creation
48780,qXn33,Juan,Rivera,30,Male,Laos,"BEO6000 (Sem 3), BCO7003 (Sem 1), BCO7002 (Sem 4)",Marketing Strategy and Consumer Behavior
17665,BrQUx,Angelica,Garcia,34,Female,Cambodia,BAO6504 (Sem 1),Operations and Supply Chain Management
02822,P0lR8,Sofia,Cruz,19,Female,Cambodia,BEO6000 (Sem 3),Marketing Strategy and Consumer Behavior
92961,DWc0P,Roberto,Morales,34,Male,Myanmar,"BCO7000 (Sem 3), BCO7006 (Sem 4), BEO6000 (Sem 3), BCO7002 (Sem 4)",Data-Driven Decision Making and Analytics
23449,KE35A,Miguel,Morales,31,Male,Philippines,BCO7007 (Sem 2),Operations and Supply Chain Management
74723,PUenC,Veronica,Gonzalez,30,Female,Indonesia,BEO6000 (Sem 3),Marketing Strategy and Consumer Behavior
11414,tzBZQ,Carlos,Cruz,30,Male,Laos,"BEO6000 (Sem 3), BCO6008 (Sem 2)",Marketing Strategy and Consumer Behavior
13030,xd2WJ,Angelica,Reyes,29,Female,Philippines,BEO6000 (Sem 3),Leadership and Strategic Management
09544,j9fNA,Carmen,Torres,18,Female,Laos,"BCO7004 (Sem 4), BCO7000 (Sem 1)",General Business and Management
73505,rxtqY,Roberto,Morales,26,Male,Brunei,BCO7002 (Sem 4),Digital Media and Content Creation
14662,GSqe7,Ismael,Ramos,23,Male,Cambodia,"BCO6008 (Sem 2), BCO7002 (Sem 4), BEO6000 (Sem 3)",Operations and Supply Chain Management
96937,CzLYt,Antonio,Ramos,31,Male,Indonesia,"BCO7000 (Sem 3), BCO7006 (Sem 2), BCO7005 (Sem 2), BCO7004 (Sem 4), BEO6000 (Sem 3)",General Business and Management
49435,gdU2o,Angelica,Flores,31,Female,Cambodia,BCO7005 (Sem 2),Data-Driven Decision Making and Analytics
20560,BIhar,Sofia,Rivera,18,Female,Brunei,"BCO7000 (Sem 1), BCO7006 (Sem 1), BCO7004 (Sem 4), 	
WOM1000 (Sem 1), BEO6000 (Sem 3)",Financial and Managerial Accounting
59060,NP1Eg,Rosa,Cruz,18,Female,Indonesia,BCO7004 (Sem 4),Marketing Strategy and Consumer Behavior
33712,MQHCy,Carlos,Garcia,30,Male,Vietnam,"BCO7007 (Sem 2), BEO6000 (Sem 3)",Marketing Strategy and Consumer Behavior
04339,7M89d,Veronica,Flores,23,Female,Malaysia,"BCO7004 (Sem 4), BEO6000 (Sem 3), BEO6600 (Sem 2)",Information Technology and Systems
04404,xWtkG,Rosa,Fernandez,25,Female,Brunei,"BCO7006 (Sem 1), BCO7005 (Sem 2)",Data-Driven Decision Making and Analytics
07802,oMISw,Carmen,Martinez,22,Female,Malaysia,"BEO6000 (Sem 3), BCO7004 (Sem 4), BCO7007 (Sem 2)",Marketing Strategy and Consumer Behavior
78197,KuEg2,Alicia,Cruz,30,Female,Brunei,BEO6000 (Sem 3),Leadership and Strategic Management
73798,VGs0W,Antonio,Reyes,27,Male,Myanmar,"BCO7007 (Sem 2), BEO6000 (Sem 3), 	
WOM1000 (Sem 1)",Data-Driven Decision Making and Analytics
54267,Af15i,Maria,Gonzalez,19,Female,Myanmar,BCO6008 (Sem 2),General Business and Management
52060,ek0AQ,Isabela,Gonzalez,25,Female,Cambodia,"	
WOM1000 (Sem 1), BCO7004 (Sem 4), BEO6000 (Sem 3)",General Business and Management
74438,f1d6L,Alicia,Martinez,32,Female,Laos,"BCO7004 (Sem 4), BEO6000 (Sem 3)",Financial and Managerial Accounting
89829,FOtY9,Jessica,Torres,18,Female,Cambodia,"BCO7004 (Sem 4), BCO6008 (Sem 2), BEO6000 (Sem 3)",Information Technology and Systems
74729,Knnmi,Veronica,Flores,22,Female,Brunei,BCO7000 (Sem 1),Data-Driven Decision Making and Analytics
10330,9hiPx,Maria,Cruz,27,Female,Laos,"BCO7000 (Sem 3), BCO7006 (Sem 3), BEO6000 (Sem 3)",Leadership and Strategic Management
51154,gENuC,Rosa,Rivera,20,Female,Malaysia,BCO6008 (Sem 2),Financial and Managerial Accounting
60571,JlyxK,Carmen,Flores,30,Female,Philippines,"BCO7000 (Sem 1), BCO7007 (Sem 2), BCO7002 (Sem 4)",General Business and Management
38540,TCqJS,Ismael,Rivera,34,Male,Malaysia,"BCO7000 (Sem 1), BCO7006 (Sem 4), BCO7004 (Sem 4), BEO6000 (Sem 3)",Marketing Strategy and Consumer Behavior
31484,PvRqM,Alicia,Santos,33,Female,Philippines,BEO6600 (Sem 2),Leadership and Strategic Management
34772,RN53v,Angelica,Martinez,27,Female,Indonesia,"BCO7005 (Sem 2), BEO6000 (Sem 3)",Financial and Managerial Accounting
00900,7AgYH,Maria,Rivera,23,Female,Laos,"BCO7000 (Sem 2), BCO7006 (Sem 2), BCO6008 (Sem 2)",General Business and Management
92449,Rxkgr,Jessica,Flores,19,Female,Malaysia,"BCO7004 (Sem 4), 	
WOM1000 (Sem 1)",Operations and Supply Chain Management
70013,6N28X,Veronica,Santos,18,Female,Singapore,"BCO7005 (Sem 2), BAO6504 (Sem 1), BCO7002 (Sem 4)",General Business and Management
15538,MJcBK,Antonio,Reyes,31,Male,Vietnam,"BCO7000 (Sem 1), BCO7006 (Sem 1)",Operations and Supply Chain Management
43561,78DCs,Sofia,Cruz,25,Female,Thailand,"BEO6600 (Sem 2), BEO6000 (Sem 3)",Operations and Supply Chain Management
81995,ilruq,Maria,Fernandez,21,Female,Vietnam,"BEO6600 (Sem 2), BCO7006 (Sem 1), BCO7004 (Sem 4)",Marketing Strategy and Consumer Behavior
63476,QzJbp,Veronica,Ramos,19,Female,Cambodia,"BCO7000 (Sem 2), BCO7006 (Sem 1), BCO6008 (Sem 2)",Operations and Supply Chain Management
71262,6VRu7,Miguel,Morales,23,Male,Brunei,"BCO7000 (Sem 3), BCO7006 (Sem 3), BEO6000 (Sem 3)",Digital Media and Content Creation
78949,iSFDs,Angelica,Ramos,29,Female,Laos,BAO6504 (Sem 1),Financial and Managerial Accounting
37396,jWIZK,Alicia,Ramos,20,Female,Myanmar,"	
WOM1000 (Sem 1), BCO7007 (Sem 2), BEO6000 (Sem 3)",Digital Media and Content Creation
48298,qekiA,Isabela,Rivera,27,Female,Singapore,BCO7004 (Sem 4),Information Technology and Systems
94188,g80PU,Ricardo,Martinez,21,Male,Malaysia,"BAO6504 (Sem 1), BCO6008 (Sem 2)",Leadership and Strategic Management
93994,6ieHt,Ismael,Cruz,20,Male,Myanmar,BCO7006 (Sem 1),Information Technology and Systems
24636,UKMxz,Luisa,Garcia,32,Female,Philippines,"BCO7000 (Sem 1), BCO7006 (Sem 4), BCO7002 (Sem 4), BEO6000 (Sem 3)",Financial and Managerial Accounting
87284,VO0iK,Maria,Santos,25,Female,Indonesia,"BCO7006 (Sem 1), BCO7005 (Sem 2)",Operations and Supply Chain Management
15496,HM26H,Jessica,Morales,35,Female,Vietnam,"BCO7000 (Sem 3), BCO7006 (Sem 3), BEO6000 (Sem 3)",Leadership and Strategic Management
12264,ZtdFC,Jose,Flores,33,Male,Philippines,"	
WOM1000 (Sem 1), BEO6000 (Sem 3)",Financial and Managerial Accounting
14324,jKPQ4,Isabela,Ramos,23,Female,Malaysia,BCO7004 (Sem 4),Information Technology and Systems
55753,nzajU,Carmen,Fernandez,21,Female,Singapore,BCO7007 (Sem 2),Information Technology and Systems
91249,KgWjA,Carmen,Rivera,35,Female,Cambodia,"BCO6008 (Sem 2), BCO7006 (Sem 1), BCO7002 (Sem 4)",Operations and Supply Chain Management
94578,Efmbf,Maria,Morales,20,Female,Brunei,"BEO6000 (Sem 3), BCO7004 (Sem 4)",Information Technology and Systems
40147,Ve1YZ,Carmen,Gonzalez,21,Female,Myanmar,BEO6600 (Sem 2),General Business and Management
18655,Rb7dO,Juan,Reyes,23,Male,Indonesia,"BEO6000 (Sem 3), BCO7004 (Sem 4)",Digital Media and Content Creation
51330,Nrbc9,Jessica,Rivera,32,Female,Thailand,"BCO7002 (Sem 4), BCO7003 (Sem 1)",Digital Media and Content Creation
55397,Y20aU,Jose,Cruz,32,Male,Philippines,"BCO7000 (Sem 3), BCO7006 (Sem 2), BEO6000 (Sem 3), BCO6008 (Sem 2)",Digital Media and Content Creation
21586,jqtZC,Carmen,Martinez,22,Female,Brunei,BCO7005 (Sem 2),Data-Driven Decision Making and Analytics
05867,Pbgcd,Alberto,Morales,18,Male,Myanmar,"BCO7004 (Sem 4), BEO6000 (Sem 3)",Digital Media and Content Creation
86568,9a2qc,Alicia,Flores,31,Female,Cambodia,"BCO7004 (Sem 4), BCO7007 (Sem 2)",Information Technology and Systems
