st_id,password,first_name,last_name,age,gender,nationality,CompletedUnit1_Code,CompletedUnit1_Title,CompletedUnit1_Semester,CompletedUnit1_Credits,CompletedUnit2_Code,CompletedUnit2_Title,CompletedUnit2_Semester,CompletedUnit2_Credits,CompletedUnit3_Code,CompletedUnit3_Title,CompletedUnit3_Semester,CompletedUnit3_Credits,CompletedUnit4_Code,CompletedUnit4_Title,CompletedUnit4_Semester,CompletedUnit4_Credits,CompletedUnit5_Code,CompletedUnit5_Title,CompletedUnit5_Semester,CompletedUnit5_Credits,CompletedUnit6_Code,CompletedUnit6_Title,CompletedUnit6_Semester,CompletedUnit6_Credits
14387,ogSMo,Isabela,Santos,24,Female,Indonesia,BCO7007,Machine Learning,2,12,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
65619,6LUk0,Ismael,Santos,20,Male,Thailand,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7005,Data Security and Governance,2,12.0,,,,,,,,,,,,
57245,1bFOy,Ismael,Santos,28,Male,Myanmar,BCO7003,Analytics Project M anagement,1,12,,,,,,,,,,,,,,,,,,,,
30164,F4V9H,Luisa,Morales,31,Female,Myanmar,BCO6008,Predictive Analytics,2,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
17081,nIg7I,Jessica,Ramos,28,Female,Myanmar,BCO7004,Business Data Mining and Warehousing,4,12,BCO6008,Predictive Analytics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
05912,KdPvi,Isabela,Garcia,34,Female,Malaysia,BCO7003,Analytics Project M anagement,1,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
27459,AA151,Jessica,Martinez,18,Female,Philippines,BCO7004,Business Data Mining and Warehousing,4,12,BCO7006,Coding for Business Analytics,1,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
85120,LZiQ1,Alberto,Flores,28,Male,Singapore,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,
33898,CgqYz,Angelica,Torres,21,Female,Indonesia,BEO6000,Data Analysis for Business,3,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
20310,m3A2e,Sofia,Torres,30,Female,Philippines,BEO6000,Data Analysis for Business,3,12,BCO7003,Analytics Project M anagement,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
03868,zpp4J,Jessica,Morales,34,Female,Thailand,BCO6008,Predictive Analytics,2,12,BEO6000,Data Analysis for Business,3,12.0,BCO7003,Analytics Project M anagement,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
80389,ECefe,Miguel,Gonzalez,18,Male,Singapore,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,2,12.0,BEO6600,Business Economics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,
70579,w28rp,Fernando,Reyes,30,Male,Philippines,BEO6600,Business Economics,2,12,,,,,,,,,,,,,,,,,,,,
26754,ENV3r,Alberto,Reyes,22,Male,Brunei,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,
99289,X7prf,Angelica,Rivera,34,Female,Laos,BCO7006,Coding for Business Analytics,1,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
97274,YLYUt,Roberto,Martinez,30,Male,Brunei,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BAO6504,Accounting for Management,1,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,
63561,3c4uD,Veronica,Morales,31,Female,Indonesia,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
15720,cGBW5,Angelica,Garcia,32,Female,Thailand,BCO7002,Experience Management,4,12,BCO7000,Business Analytics,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
09715,oPgJN,Antonio,Morales,25,Male,Malaysia,BCO7004,Business Data Mining and Warehousing,4,12,BEO6600,Business Economics,2,12.0,,,,,,,,,,,,,,,,
97841,loXU8,Juan,Cruz,27,Male,Laos,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,
32979,SAQdb,Maria,Fernandez,18,Female,Myanmar,BCO7004,Business Data Mining and Warehousing,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
88694,aQeDk,Isabela,Reyes,25,Female,Singapore,BEO6000,Data Analysis for Business,3,12,BCO7007,Machine Learning,2,12.0,BCO7000,Business Analytics,1,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
65805,lnqgz,Miguel,Flores,22,Male,Indonesia,BCO7007,Machine Learning,2,12,BCO7002,Experience Management,4,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
73617,dP2Th,Angelica,Martinez,20,Female,Cambodia,BCO7002,Experience Management,4,12,BEO6600,Business Economics,2,12.0,BCO7003,Analytics Project M anagement,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
34513,TpM3I,Carmen,Torres,32,Female,Indonesia,BCO7005,Data Security and Governance,2,12,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
02465,rXNxp,Carmen,Garcia,31,Female,Malaysia,WOM1000,Women in STEM,1,12,,,,,,,,,,,,,,,,,,,,
60139,adekG,Isabela,Morales,21,Female,Thailand,BEO6000,Data Analysis for Business,3,12,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
51199,05AqS,Carlos,Garcia,33,Male,Thailand,BCO7002,Experience Management,4,12,,,,,,,,,,,,,,,,,,,,
17775,xRkyo,Ismael,Fernandez,23,Male,Laos,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
44570,4z3Cu,Isabela,Santos,34,Female,Singapore,BCO7006,Coding for Business Analytics,1,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
27838,uEuIg,Isabela,Rivera,30,Female,Philippines,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
29974,Xmfhb,Antonio,Morales,32,Male,Singapore,WOM1000,Women in STEM,1,12,BEO6000,Data Analysis for Business,3,12.0,BCO6008,Predictive Analytics,2,12.0,,,,,,,,,,,,
36787,ZQiSF,Maria,Torres,19,Female,Thailand,BAO6504,Accounting for Management,1,12,BCO7005,Data Security and Governance,2,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
98659,Zh90f,Jessica,Flores,24,Female,Singapore,BCO7005,Data Security and Governance,2,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
05216,6LMfi,Maria,Flores,18,Female,Laos,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
08943,4rEY6,Ismael,Rivera,23,Male,Vietnam,BCO7004,Business Data Mining and Warehousing,4,12,BCO7006,Coding for Business Analytics,1,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
32228,csMS2,Luisa,Ramos,25,Female,Cambodia,BAO6504,Accounting for Management,1,12,BCO7002,Experience Management,4,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
95950,pR7Il,Antonio,Morales,35,Male,Myanmar,BAO6504,Accounting for Management,1,12,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,,,,,
06929,gI9F5,Veronica,Ramos,30,Female,Thailand,BCO6008,Predictive Analytics,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
41317,vCaKY,Alicia,Martinez,21,Female,Singapore,BCO7002,Experience Management,4,12,BCO7000,Business Analytics,1,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
38927,rGE7w,Ismael,Flores,33,Male,Brunei,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,BCO7000,Business Analytics,1,12.0,,,,,,,,,,,,
52129,uy06Y,Jose,Reyes,27,Male,Singapore,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
30304,Uzb9n,Carmen,Gonzalez,25,Female,Cambodia,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
44882,na7oV,Sofia,Cruz,26,Female,Thailand,BCO7002,Experience Management,4,12,BCO7005,Data Security and Governance,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
62384,2gubY,Luisa,Martinez,22,Female,Singapore,BCO7000,Business Analytics,1,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
71372,I6Ap5,Angelica,Garcia,26,Female,Indonesia,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
73019,k8G5n,Ismael,Torres,24,Male,Vietnam,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,BCO7006,Coding for Business Analytics,1,12.0,,,,,,,,,,,,
57954,y05fW,Sofia,Morales,22,Female,Philippines,BEO6000,Data Analysis for Business,3,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BCO7000,Business Analytics,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
39910,CvugV,Jose,Martinez,35,Male,Philippines,BCO7004,Business Data Mining and Warehousing,4,12,BEO6600,Business Economics,2,12.0,,,,,,,,,,,,,,,,
18299,47UPe,Sofia,Ramos,35,Female,Indonesia,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,4,12.0,,,,
13841,lASha,Carlos,Fernandez,24,Male,Thailand,BCO6008,Predictive Analytics,2,12,,,,,,,,,,,,,,,,,,,,
33742,LXrn0,Rosa,Torres,29,Female,Singapore,BCO7005,Data Security and Governance,2,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
97116,YtfZh,Carmen,Gonzalez,21,Female,Vietnam,BCO7002,Experience Management,4,12,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
12917,dSiZB,Isabela,Cruz,34,Female,Thailand,BCO7003,Analytics Project M anagement,1,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
16649,2Cv8V,Antonio,Reyes,19,Male,Philippines,BCO7004,Business Data Mining and Warehousing,4,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
85999,uod3H,Jessica,Rivera,31,Female,Indonesia,BEO6000,Data Analysis for Business,3,12,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
89069,3COoc,Fernando,Ramos,30,Male,Philippines,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BEO6600,Business Economics,2,12.0,,,,,,,,,,,,
29382,TghSr,Alicia,Reyes,25,Female,Malaysia,BCO7002,Experience Management,4,12,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
44904,Lsie5,Maria,Ramos,21,Female,Myanmar,BEO6000,Data Analysis for Business,3,12,BEO6600,Business Economics,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
13286,bjCe7,Veronica,Martinez,24,Female,Thailand,WOM1000,Women in STEM,1,12,,,,,,,,,,,,,,,,,,,,
12940,pyiGw,Jessica,Reyes,33,Female,Philippines,WOM1000,Women in STEM,1,12,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,,,,,
94953,KtxiZ,Fernando,Flores,27,Male,Cambodia,BCO7003,Analytics Project M anagement,1,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
50279,bhOoG,Jose,Fernandez,19,Male,Laos,BAO6504,Accounting for Management,1,12,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,,,,,
70284,26BUz,Isabela,Garcia,30,Female,Myanmar,BCO7005,Data Security and Governance,2,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
51149,x3ATb,Antonio,Ramos,29,Male,Myanmar,BEO6000,Data Analysis for Business,3,12,BCO6008,Predictive Analytics,2,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,
96421,s2qeh,Veronica,Torres,25,Female,Indonesia,BCO7005,Data Security and Governance,2,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
36222,1G4e7,Fernando,Gonzalez,22,Male,Singapore,BCO7006,Coding for Business Analytics,1,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BEO6600,Business Economics,2,12.0,,,,,,,,,,,,
80242,fFyRX,Carmen,Martinez,25,Female,Philippines,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7005,Data Security and Governance,2,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,3.0,12.0
68776,ABE4v,Juan,Reyes,24,Male,Malaysia,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,1,12.0,WOM1000,Women in STEM,1,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,
35762,II0SP,Jose,Reyes,23,Male,Myanmar,BCO7005,Data Security and Governance,2,12,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,,,,,
41945,u62iY,Alicia,Gonzalez,22,Female,Laos,BEO6600,Business Economics,2,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
68462,jfP9C,Carmen,Torres,27,Female,Singapore,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BCO6008,Predictive Analytics,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
70459,Q1GGM,Rosa,Cruz,21,Female,Myanmar,BCO7005,Data Security and Governance,2,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BCO7003,Analytics Project M anagement,1,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
34714,NzKt8,Carlos,Flores,32,Male,Vietnam,BEO6600,Business Economics,2,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
06397,Szrgu,Sofia,Flores,26,Female,Brunei,BEO6600,Business Economics,2,12,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
54399,Fz613,Veronica,Garcia,19,Female,Vietnam,BCO7002,Experience Management,4,12,BEO6600,Business Economics,2,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
50171,RxT3w,Rosa,Reyes,26,Female,Malaysia,BCO7004,Business Data Mining and Warehousing,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
36677,DAP7f,Ricardo,Cruz,32,Male,Philippines,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7007,Machine Learning,2,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,
13834,yyXf0,Luisa,Fernandez,28,Female,Myanmar,BAO6504,Accounting for Management,1,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
71997,yyx5i,Jessica,Santos,24,Female,Malaysia,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
27639,VGEkI,Isabela,Ramos,24,Female,Indonesia,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
56961,uVEzD,Alberto,Reyes,22,Male,Cambodia,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,4,12.0,BEO6600,Business Economics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,,,,
79055,Krn2p,Maria,Martinez,34,Female,Cambodia,BCO7005,Data Security and Governance,2,12,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
41369,AIui1,Carlos,Garcia,20,Male,Singapore,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,WOM1000,Women in STEM,1,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,
62575,S7YuG,Rosa,Santos,23,Female,Cambodia,BEO6000,Data Analysis for Business,3,12,BCO7006,Coding for Business Analytics,1,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
87519,vNgTF,Alberto,Cruz,22,Male,Singapore,BEO6000,Data Analysis for Business,3,12,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,,,,,
01219,zYcXn,Angelica,Torres,24,Female,Cambodia,BCO7007,Machine Learning,2,12,BCO7006,Coding for Business Analytics,1,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
98267,nHiF8,Luisa,Gonzalez,19,Female,Thailand,BCO7004,Business Data Mining and Warehousing,4,12,BCO7006,Coding for Business Analytics,1,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
45528,RLVBn,Maria,Rivera,33,Female,Vietnam,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
39537,cgV5Q,Antonio,Flores,34,Male,Thailand,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,2,12.0,BCO6008,Predictive Analytics,2,12.0,BCO7002,Experience Management,4,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,
06527,3iExO,Carmen,Santos,33,Female,Brunei,BEO6000,Data Analysis for Business,3,12,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
38361,iMt0m,Luisa,Torres,35,Female,Myanmar,BCO6008,Predictive Analytics,2,12,BAO6504,Accounting for Management,1,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
60611,ADwMC,Jose,Reyes,32,Male,Laos,BEO6000,Data Analysis for Business,3,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BCO7005,Data Security and Governance,2,12.0,,,,,,,,,,,,
29723,2IyUH,Sofia,Cruz,24,Female,Thailand,BCO7007,Machine Learning,2,12,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
68344,Kr4TA,Angelica,Flores,23,Female,Laos,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
84332,M3F6R,Alicia,Santos,30,Female,Malaysia,BCO7002,Experience Management,4,12,BCO7000,Business Analytics,1,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
71726,ZSnEs,Angelica,Gonzalez,34,Female,Philippines,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
33631,VvCIy,Alberto,Flores,25,Male,Cambodia,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7002,Experience Management,4,12.0,BEO6000,Data Analysis for Business,3,12.0,BAO6504,Accounting for Management,1,12.0,,,,
91521,4PTjQ,Jose,Gonzalez,29,Male,Philippines,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,
59277,DHWq8,Juan,Cruz,34,Male,Brunei,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,2,12.0,BCO6008,Predictive Analytics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,
93002,LL8ay,Jose,Morales,23,Male,Thailand,BEO6000,Data Analysis for Business,3,12,BCO6008,Predictive Analytics,2,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,
59589,U9VY1,Veronica,Garcia,21,Female,Singapore,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
96932,W3oBr,Angelica,Morales,33,Female,Indonesia,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,3,12.0,BCO7007,Machine Learning,2,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,2.0,12.0
52250,06uH0,Carlos,Fernandez,35,Male,Laos,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,BAO6504,Accounting for Management,1,12.0,,,,,,,,
85703,oNyky,Rosa,Rivera,28,Female,Cambodia,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7002,Experience Management,4,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,2.0,12.0
78301,wNKZ1,Carmen,Reyes,18,Female,Philippines,BEO6000,Data Analysis for Business,3,12,BCO6008,Predictive Analytics,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
98146,MPk8c,Angelica,Fernandez,33,Female,Brunei,BEO6000,Data Analysis for Business,3,12,BCO7006,Coding for Business Analytics,1,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
54949,j8NfR,Ismael,Fernandez,26,Male,Philippines,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
51553,E2oKX,Carmen,Garcia,26,Female,Brunei,BCO6008,Predictive Analytics,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
78720,pRrg0,Ricardo,Gonzalez,31,Male,Myanmar,WOM1000,Women in STEM,1,12,BCO7002,Experience Management,4,12.0,BEO6600,Business Economics,2,12.0,,,,,,,,,,,,
19501,0cyiv,Alicia,Garcia,35,Female,Singapore,BCO7002,Experience Management,4,12,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
51238,hp7B9,Juan,Fernandez,33,Male,Indonesia,BCO7005,Data Security and Governance,2,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
07339,RszJQ,Antonio,Santos,35,Male,Laos,BCO7002,Experience Management,4,12,BCO7003,Analytics Project M anagement,1,12.0,,,,,,,,,,,,,,,,
64991,Cd7Px,Ismael,Morales,31,Male,Singapore,BCO7000,Business Analytics,1,12,BEO6600,Business Economics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
64699,HHIpu,Miguel,Reyes,32,Male,Malaysia,BAO6504,Accounting for Management,1,12,BCO6008,Predictive Analytics,2,12.0,,,,,,,,,,,,,,,,
78118,5Ok41,Roberto,Morales,26,Male,Malaysia,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,
46258,EkTiU,Ricardo,Cruz,30,Male,Laos,BCO7000,Business Analytics,1,12,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,,,,,
79684,GWiF0,Veronica,Flores,24,Female,Indonesia,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
46980,aNebm,Miguel,Torres,21,Male,Laos,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BEO6600,Business Economics,2,12.0,,,,,,,,,,,,
45831,4LyeX,Veronica,Torres,27,Female,Malaysia,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
98691,eeACW,Carmen,Martinez,25,Female,Malaysia,BCO7002,Experience Management,4,12,BCO7003,Analytics Project M anagement,1,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
57815,VGUqU,Carlos,Santos,27,Male,Thailand,BCO7002,Experience Management,4,12,BCO7006,Coding for Business Analytics,1,12.0,BCO7005,Data Security and Governance,2,12.0,,,,,,,,,,,,
02034,J7tVy,Veronica,Fernandez,34,Female,Philippines,WOM1000,Women in STEM,1,12,BCO7005,Data Security and Governance,2,12.0,,,,,,,,,,,,,,,,
53180,hYUcE,Luisa,Martinez,34,Female,Vietnam,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
21871,5PUao,Isabela,Reyes,21,Female,Cambodia,BAO6504,Accounting for Management,1,12,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
37826,w2tCk,Fernando,Morales,35,Male,Philippines,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,BAO6504,Accounting for Management,1,12.0,,,,,,,,,,,,
33721,XTt8M,Alberto,Reyes,33,Male,Indonesia,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,2,12.0,BCO7002,Experience Management,4,12.0,BCO7005,Data Security and Governance,2,12.0,,,,,,,,
88100,KKPhn,Sofia,Garcia,24,Female,Singapore,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO6008,Predictive Analytics,2,12.0,WOM1000,Women in STEM,2,12.0,,,,
19620,FbqML,Ricardo,Fernandez,19,Male,Thailand,BCO7007,Machine Learning,2,12,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,,,,,
45074,xeJ1T,Alicia,Fernandez,30,Female,Indonesia,BCO6008,Predictive Analytics,2,12,BCO7006,Coding for Business Analytics,1,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
74925,IPKV7,Jose,Rivera,32,Male,Singapore,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,
88397,iOGIU,Jose,Cruz,32,Male,Vietnam,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BCO6008,Predictive Analytics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,
