st_id,password,first_name,last_name,age,gender,nationality,completed_units_1,completed_units_1_sem,completed_units_2,completed_units_2_sem,completed_units_3,completed_units_3_sem,interest
29884,F4OdI,Fernando,Santos,28,Male,Malaysia,BCO7006,1,BCO7007,2.0,,,Financial and Managerial Accounting
07073,50Vyq,Fernando,Garcia,22,Male,Singapore,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Leadership and Strategic Management
40965,gHlq9,Veronica,Morales,23,Female,Thailand,BCO7002,4,,,,,Financial and Managerial Accounting
75449,UDt7i,Maria,Flores,19,Female,Philippines,BCO7000,2,BCO7006,1.0,BCO7007,2.0,Financial and Managerial Accounting
77502,qtAyH,Alberto,Cruz,34,Male,Laos,BCO7000,4,BCO7006,2.0,BCO7002,4.0,Information Technology and Systems
91675,02mgB,Alberto,Gonzalez,24,Male,Malaysia,BAO6504,1,BCO7007,2.0,BEO6000,3.0,Digital Media and Content Creation
37035,Jw9xW,Juan,Fernandez,18,Male,Laos,BCO7002,4,BEO6000,3.0,BCO6008,2.0,Leadership and Strategic Management
93513,hSgcX,Sofia,Reyes,18,Female,Brunei,BCO7005,2,BEO6000,3.0,,,Digital Media and Content Creation
83372,34lfW,Antonio,Rivera,25,Male,Indonesia,BCO7004,4,BCO7007,2.0,,,Financial and Managerial Accounting
91238,mvElE,Antonio,Santos,25,Male,Myanmar,BCO6008,2,BCO7002,4.0,BEO6000,3.0,General Business and Management
61572,Iiad4,Sofia,Garcia,30,Female,Indonesia,BCO7000,1,,,,,Data-Driven Decision Making and Analytics
98193,Vt37Q,Alicia,Cruz,28,Female,Vietnam,BCO7006,1,BEO6000,3.0,BCO7005,2.0,Marketing Strategy and Consumer Behavior
09344,mU9DT,Luisa,Reyes,35,Female,Indonesia,BEO6000,3,BCO7005,2.0,,,Financial and Managerial Accounting
13858,qbMGJ,Luisa,Cruz,28,Female,Vietnam,BEO6600,2,BCO7002,4.0,,,Data-Driven Decision Making and Analytics
92695,Yek0g,Alberto,Garcia,29,Male,Myanmar,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
04996,dBgio,Jessica,Gonzalez,30,Female,Laos,BEO6600,2,BCO7002,4.0,,,General Business and Management
89581,Pwb7M,Angelica,Cruz,19,Female,Cambodia,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Information Technology and Systems
40295,QrAve,Ricardo,Torres,31,Male,Indonesia,BCO7005,2,BCO7003,1.0,,,Digital Media and Content Creation
54118,fp8YT,Roberto,Fernandez,23,Male,Myanmar,"	
WOM1000",1,BEO6000,3.0,,,Financial and Managerial Accounting
83171,LJdJj,Roberto,Garcia,22,Male,Thailand,BCO7007,2,BCO7004,4.0,BEO6000,3.0,General Business and Management
46047,UngT5,Miguel,Gonzalez,32,Male,Malaysia,BCO7005,2,BEO6000,3.0,BCO7000,1.0,General Business and Management
82498,Dci2A,Carmen,Flores,22,Female,Thailand,BEO6000,3,BCO7002,4.0,,,Information Technology and Systems
64794,Gpyfr,Luisa,Garcia,22,Female,Indonesia,BCO7005,2,BCO7002,4.0,BEO6000,3.0,Digital Media and Content Creation
42802,fihri,Miguel,Flores,19,Male,Cambodia,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Operations and Supply Chain Management
38344,mFxZw,Maria,Garcia,33,Female,Cambodia,BAO6504,1,BCO7002,4.0,,,General Business and Management
61024,iOewM,Juan,Gonzalez,18,Male,Myanmar,BCO7005,2,BEO6000,3.0,,,General Business and Management
74289,GSGii,Roberto,Torres,28,Male,Singapore,BCO7005,2,BEO6000,3.0,BAO6504,1.0,Financial and Managerial Accounting
87376,clDbC,Ricardo,Morales,22,Male,Philippines,BCO7000,1,BCO7006,3.0,BCO7007,2.0,Information Technology and Systems
62894,1MM6R,Antonio,Ramos,19,Male,Laos,BCO7007,2,"	
WOM1000",1.0,BEO6000,3.0,General Business and Management
94538,09U6b,Maria,Reyes,35,Female,Myanmar,BEO6000,3,BAO6504,1.0,BEO6600,2.0,Data-Driven Decision Making and Analytics
09921,fgnXr,Angelica,Santos,26,Female,Indonesia,BEO6000,3,BAO6504,1.0,,,Financial and Managerial Accounting
04362,pA9SP,Jose,Morales,25,Male,Vietnam,BEO6600,2,,,,,Information Technology and Systems
94049,YqWYI,Carmen,Ramos,18,Female,Laos,BCO7003,1,BCO7005,2.0,BEO6000,3.0,General Business and Management
37920,fTA6y,Ricardo,Flores,32,Male,Philippines,BCO7002,4,BCO7003,1.0,,,Data-Driven Decision Making and Analytics
48558,nNLyb,Veronica,Rivera,21,Female,Cambodia,BCO7000,1,BCO7006,2.0,BCO7003,1.0,Digital Media and Content Creation
57845,EyjfT,Antonio,Garcia,22,Male,Cambodia,BCO7004,4,,,,,Operations and Supply Chain Management
35081,px8Sv,Roberto,Reyes,34,Male,Cambodia,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Digital Media and Content Creation
52715,DE26K,Sofia,Cruz,18,Female,Thailand,BEO6000,3,BCO7005,2.0,BCO7004,4.0,Data-Driven Decision Making and Analytics
53692,rDCug,Antonio,Martinez,26,Male,Myanmar,BCO7002,4,BCO6008,2.0,BCO7003,1.0,Financial and Managerial Accounting
17989,9jjyC,Jessica,Flores,31,Female,Cambodia,BCO7004,4,BCO7000,1.0,BEO6000,3.0,Operations and Supply Chain Management
27604,tiG7v,Rosa,Garcia,29,Female,Philippines,BEO6600,2,BCO7003,1.0,,,Marketing Strategy and Consumer Behavior
70414,KiyHM,Alicia,Flores,21,Female,Philippines,BCO7000,1,BCO7006,1.0,BEO6000,3.0,Data-Driven Decision Making and Analytics
07463,1ytXS,Angelica,Garcia,32,Female,Brunei,BCO7000,1,BCO7006,4.0,BAO6504,1.0,Marketing Strategy and Consumer Behavior
29540,uZo2A,Alberto,Cruz,26,Male,Myanmar,BCO7007,2,BCO7003,1.0,,,Data-Driven Decision Making and Analytics
56041,QMxo6,Carmen,Gonzalez,31,Female,Singapore,BCO7005,2,,,,,General Business and Management
00897,x5uLB,Antonio,Martinez,25,Male,Thailand,BCO7007,2,,,,,Leadership and Strategic Management
81991,g0i5d,Juan,Santos,21,Male,Malaysia,BEO6000,3,BCO7002,4.0,"	
WOM1000",1.0,Marketing Strategy and Consumer Behavior
35745,kq2uJ,Isabela,Rivera,34,Female,Singapore,BCO7000,3,BCO7006,1.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
68319,lYQ3f,Roberto,Morales,32,Male,Indonesia,BCO7006,1,BCO7005,2.0,BEO6000,3.0,Operations and Supply Chain Management
13638,CL4p1,Roberto,Santos,31,Male,Philippines,BCO6008,2,,,,,Information Technology and Systems
80269,WIiGg,Juan,Fernandez,21,Male,Myanmar,BCO7002,4,BAO6504,1.0,,,Financial and Managerial Accounting
87389,wFU1Q,Sofia,Flores,30,Female,Singapore,BCO7007,2,,,,,Marketing Strategy and Consumer Behavior
60430,nFlaP,Fernando,Morales,33,Male,Singapore,BCO7000,4,BCO7006,4.0,BCO7004,4.0,Information Technology and Systems
75713,VrqEB,Miguel,Gonzalez,23,Male,Laos,BEO6000,3,BCO7003,1.0,,,Marketing Strategy and Consumer Behavior
41555,ZUMA6,Veronica,Torres,20,Female,Vietnam,BCO7002,4,,,,,General Business and Management
34319,iu50n,Carmen,Torres,30,Female,Singapore,BCO7004,4,BCO7000,1.0,,,Leadership and Strategic Management
20600,U6qc0,Fernando,Gonzalez,19,Male,Laos,BCO7002,4,BCO6008,2.0,,,General Business and Management
22438,wQNns,Alicia,Ramos,26,Female,Brunei,BCO7002,4,,,,,Financial and Managerial Accounting
93030,gABfl,Ricardo,Reyes,33,Male,Thailand,BCO7004,4,,,,,Leadership and Strategic Management
18272,6eBEs,Ismael,Rivera,35,Male,Brunei,BCO7000,4,BCO7006,4.0,"	
WOM1000",1.0,Data-Driven Decision Making and Analytics
38557,AQN8D,Jessica,Rivera,18,Female,Singapore,BCO7004,4,BCO7000,1.0,BCO7007,2.0,Digital Media and Content Creation
55247,da1hk,Juan,Torres,31,Male,Myanmar,BEO6000,3,BCO7000,1.0,,,Leadership and Strategic Management
88913,rzYyD,Jose,Rivera,26,Male,Brunei,BCO7004,4,,,,,General Business and Management
08193,FY2Uj,Maria,Rivera,29,Female,Philippines,BCO7002,4,BEO6000,3.0,BCO6008,2.0,Data-Driven Decision Making and Analytics
87571,0IOgX,Veronica,Gonzalez,32,Female,Philippines,BEO6000,3,BCO7002,4.0,BCO7005,2.0,General Business and Management
14716,ypZNB,Alberto,Gonzalez,23,Male,Malaysia,BCO7000,4,BCO7006,2.0,BCO7002,4.0,General Business and Management
97410,IQ5JX,Isabela,Reyes,18,Female,Vietnam,BEO6000,3,BCO7002,4.0,,,Operations and Supply Chain Management
63052,gJuzX,Miguel,Gonzalez,25,Male,Thailand,BCO7004,4,,,,,Digital Media and Content Creation
96204,J2kWZ,Antonio,Fernandez,35,Male,Philippines,BCO7000,4,BCO7006,1.0,BCO7004,4.0,Information Technology and Systems
09538,65yyL,Jose,Morales,23,Male,Vietnam,BEO6600,2,BCO7004,4.0,,,Leadership and Strategic Management
65983,JWAK6,Carmen,Garcia,29,Female,Malaysia,"	
WOM1000",1,BEO6000,3.0,BCO7002,4.0,Information Technology and Systems
93752,QmRfT,Antonio,Gonzalez,26,Male,Myanmar,BEO6000,3,,,,,Financial and Managerial Accounting
63435,z93d9,Isabela,Morales,34,Female,Singapore,BEO6600,2,,,,,Financial and Managerial Accounting
69702,X6HxO,Roberto,Gonzalez,22,Male,Myanmar,"	
WOM1000",1,BEO6000,3.0,,,Marketing Strategy and Consumer Behavior
98561,o9394,Juan,Rivera,27,Male,Cambodia,BEO6000,3,BCO6008,2.0,,,Marketing Strategy and Consumer Behavior
73085,KC1Dx,Carlos,Santos,35,Male,Myanmar,BAO6504,1,BEO6000,3.0,BCO7004,4.0,Leadership and Strategic Management
12679,pKbOY,Fernando,Cruz,33,Male,Brunei,"	
WOM1000",1,,,,,Marketing Strategy and Consumer Behavior
91256,txqYC,Angelica,Cruz,27,Female,Thailand,"	
WOM1000",1,BCO7002,4.0,,,Data-Driven Decision Making and Analytics
53140,ipZ7y,Carmen,Martinez,33,Female,Malaysia,BEO6000,3,BCO7000,1.0,BEO6600,2.0,Financial and Managerial Accounting
01103,j95CY,Ricardo,Flores,30,Male,Indonesia,BCO7000,2,BCO7006,3.0,BCO6008,2.0,Data-Driven Decision Making and Analytics
89639,OrQyC,Alicia,Gonzalez,31,Female,Philippines,BAO6504,1,BCO7007,2.0,BCO7002,4.0,Information Technology and Systems
31296,I6Luj,Miguel,Cruz,32,Male,Thailand,BCO7006,1,,,,,General Business and Management
94064,EHjUt,Luisa,Ramos,34,Female,Philippines,BCO7002,4,BEO6600,2.0,,,Operations and Supply Chain Management
65211,pK5eh,Carmen,Fernandez,20,Female,Indonesia,BCO7007,2,BEO6000,3.0,BAO6504,1.0,Information Technology and Systems
48565,gwtBl,Ricardo,Cruz,21,Male,Indonesia,BEO6000,3,BCO7003,1.0,BCO7005,2.0,Information Technology and Systems
27405,qWcfj,Veronica,Santos,27,Female,Vietnam,BCO7007,2,BCO7002,4.0,BCO7006,1.0,Marketing Strategy and Consumer Behavior
51562,JgoKU,Alberto,Garcia,33,Male,Philippines,BCO7002,4,BCO7007,2.0,,,Financial and Managerial Accounting
13957,J5W0l,Isabela,Martinez,26,Female,Myanmar,BCO7000,4,BCO7006,4.0,BCO7004,4.0,Financial and Managerial Accounting
80543,RPFQd,Isabela,Rivera,31,Female,Vietnam,BCO7004,4,,,,,Marketing Strategy and Consumer Behavior
24937,Dzkdb,Carlos,Gonzalez,24,Male,Philippines,BCO7002,4,BEO6000,3.0,,,Data-Driven Decision Making and Analytics
33258,lwFMH,Maria,Torres,21,Female,Philippines,BCO7004,4,BEO6000,3.0,,,Data-Driven Decision Making and Analytics
69431,jkrq0,Miguel,Ramos,22,Male,Philippines,BEO6000,3,BCO7002,4.0,,,Information Technology and Systems
37153,D9d5X,Carmen,Torres,20,Female,Thailand,BCO6008,2,,,,,Financial and Managerial Accounting
65908,jwalx,Fernando,Fernandez,29,Male,Myanmar,BCO7006,1,,,,,Marketing Strategy and Consumer Behavior
87090,GBXye,Isabela,Reyes,24,Female,Singapore,BEO6600,2,BCO7004,4.0,,,Marketing Strategy and Consumer Behavior
91225,A3184,Jessica,Martinez,30,Female,Thailand,BEO6000,3,BCO7002,4.0,"	
WOM1000",1.0,Data-Driven Decision Making and Analytics
06910,eqcDQ,Rosa,Flores,33,Female,Malaysia,BEO6000,3,,,,,General Business and Management
26094,Mq1mh,Jessica,Flores,30,Female,Vietnam,BCO7004,4,BCO6008,2.0,,,Leadership and Strategic Management
86552,DJJTK,Rosa,Morales,34,Female,Vietnam,BCO7004,4,BCO7006,1.0,,,Marketing Strategy and Consumer Behavior
51478,xQi8q,Veronica,Fernandez,20,Female,Malaysia,BCO7000,4,BCO7006,4.0,BCO7004,4.0,Digital Media and Content Creation
23332,esAaR,Rosa,Cruz,30,Female,Indonesia,BCO7000,4,BCO7006,4.0,BAO6504,1.0,General Business and Management
30806,Mjf0a,Luisa,Garcia,20,Female,Singapore,BCO7004,4,,,,,Financial and Managerial Accounting
19858,IMPRV,Veronica,Ramos,28,Female,Laos,BAO6504,1,BEO6000,3.0,BCO7004,4.0,Operations and Supply Chain Management
71780,4YoKC,Sofia,Torres,19,Female,Myanmar,BCO7002,4,,,,,Digital Media and Content Creation
30132,02wLB,Carmen,Reyes,19,Female,Thailand,BAO6504,1,BCO7007,2.0,BCO7004,4.0,Operations and Supply Chain Management
95914,6gdQ0,Carlos,Ramos,27,Male,Singapore,"	
WOM1000",1,BCO7004,4.0,BCO7005,2.0,General Business and Management
53758,kYVDj,Carmen,Flores,27,Female,Philippines,BCO7005,2,BCO7003,1.0,BCO7002,4.0,Digital Media and Content Creation
33557,Ha62y,Alicia,Flores,31,Female,Vietnam,BEO6000,3,BCO7006,1.0,,,Information Technology and Systems
42278,Xmy51,Roberto,Fernandez,33,Male,Vietnam,BCO7003,1,,,,,Leadership and Strategic Management
53052,4cUxf,Maria,Flores,35,Female,Malaysia,BCO7000,1,,,,,Data-Driven Decision Making and Analytics
44036,wLihQ,Ricardo,Ramos,19,Male,Thailand,BCO7002,4,,,,,Digital Media and Content Creation
49437,Nu6PH,Ismael,Gonzalez,21,Male,Singapore,BEO6600,2,,,,,Marketing Strategy and Consumer Behavior
96593,bSPQh,Veronica,Rivera,20,Female,Laos,BEO6000,3,,,,,Data-Driven Decision Making and Analytics
36940,wV5Pj,Carmen,Morales,24,Female,Cambodia,BCO7000,4,BCO7006,2.0,BCO7002,4.0,Financial and Managerial Accounting
48903,j9Yj3,Carmen,Cruz,33,Female,Malaysia,BEO6000,3,BCO7004,4.0,BEO6600,2.0,Operations and Supply Chain Management
63585,pz5I2,Alberto,Morales,19,Male,Singapore,BEO6000,3,BCO7000,1.0,BEO6600,2.0,Information Technology and Systems
26710,FcNlF,Carlos,Torres,34,Male,Myanmar,BCO7002,4,BCO6008,2.0,BEO6000,3.0,Financial and Managerial Accounting
34001,9tSaG,Antonio,Morales,32,Male,Brunei,"	
WOM1000",1,,,,,Data-Driven Decision Making and Analytics
56774,k23ww,Rosa,Fernandez,23,Female,Vietnam,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Financial and Managerial Accounting
73429,wJFN5,Carmen,Reyes,21,Female,Cambodia,BCO7000,4,BCO7006,3.0,BCO7002,4.0,Leadership and Strategic Management
57426,sNB1x,Jessica,Morales,18,Female,Cambodia,BAO6504,1,,,,,Information Technology and Systems
67994,AHqLF,Veronica,Rivera,29,Female,Indonesia,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Information Technology and Systems
16648,rFLbs,Rosa,Garcia,35,Female,Malaysia,BEO6000,3,BCO7005,2.0,BCO7002,4.0,Data-Driven Decision Making and Analytics
96150,NhR1t,Rosa,Gonzalez,24,Female,Malaysia,BCO7005,2,BCO7002,4.0,,,Marketing Strategy and Consumer Behavior
30053,XKA8o,Alicia,Martinez,29,Female,Malaysia,BEO6000,3,,,,,Operations and Supply Chain Management
30865,0HIGf,Ricardo,Santos,31,Male,Laos,BCO7003,1,,,,,Information Technology and Systems
45906,qOzh2,Alberto,Torres,31,Male,Thailand,BCO7004,4,BCO7007,2.0,,,Marketing Strategy and Consumer Behavior
79408,umsNg,Carlos,Fernandez,31,Male,Thailand,BCO7005,2,,,,,Operations and Supply Chain Management
03436,57wvf,Veronica,Morales,19,Female,Thailand,BCO7004,4,,,,,Financial and Managerial Accounting
57133,kARSi,Isabela,Cruz,32,Female,Laos,BCO7000,2,BCO7006,2.0,BCO6008,2.0,Leadership and Strategic Management
75546,XPO5h,Maria,Reyes,24,Female,Myanmar,BEO6000,3,BCO7004,4.0,,,Marketing Strategy and Consumer Behavior
91219,L8nZg,Angelica,Santos,31,Female,Laos,BEO6000,3,BEO6600,2.0,"	
WOM1000",1.0,Financial and Managerial Accounting
89747,cPRJ9,Carlos,Ramos,21,Male,Thailand,BCO7004,4,BEO6000,3.0,,,Data-Driven Decision Making and Analytics
30270,AisA5,Alberto,Martinez,27,Male,Philippines,BCO7004,4,,,,,Leadership and Strategic Management
15771,52nS7,Luisa,Gonzalez,31,Female,Vietnam,BCO7002,4,,,,,Leadership and Strategic Management
49747,8CXn4,Isabela,Rivera,28,Female,Malaysia,BCO7002,4,BCO7005,2.0,,,Information Technology and Systems
12926,FNq3F,Ricardo,Torres,21,Male,Singapore,BCO7000,2,BCO7006,2.0,BCO7007,2.0,Leadership and Strategic Management
95244,2Af6C,Fernando,Flores,25,Male,Singapore,BCO7007,2,BAO6504,1.0,,,Data-Driven Decision Making and Analytics
75283,5N44u,Maria,Martinez,23,Female,Cambodia,BCO7004,4,BEO6000,3.0,,,Financial and Managerial Accounting
10294,VTNNu,Carlos,Rivera,30,Male,Malaysia,BCO7004,4,,,,,Digital Media and Content Creation
37509,G9QPq,Alberto,Rivera,20,Male,Brunei,BCO7000,3,BCO7006,4.0,BCO7004,4.0,Financial and Managerial Accounting
13970,XZNLd,Roberto,Santos,30,Male,Indonesia,BCO6008,2,,,,,General Business and Management
59537,Kb51M,Alicia,Fernandez,22,Female,Cambodia,"	
WOM1000",1,BEO6600,2.0,BCO7004,4.0,Information Technology and Systems
86482,sGSPU,Ricardo,Ramos,22,Male,Singapore,BCO7000,3,BCO7006,3.0,BCO7005,2.0,Data-Driven Decision Making and Analytics
63344,ejQAI,Antonio,Reyes,29,Male,Cambodia,BCO7000,4,BCO7006,4.0,BCO7002,4.0,Information Technology and Systems
04250,DUIjo,Veronica,Rivera,18,Female,Malaysia,BCO7000,3,BCO7006,3.0,BAO6504,1.0,Leadership and Strategic Management
70408,npwXV,Carmen,Fernandez,27,Female,Vietnam,BEO6600,2,"	
WOM1000",1.0,,,Operations and Supply Chain Management
71978,VCQgs,Angelica,Rivera,20,Female,Laos,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Financial and Managerial Accounting
18642,UO4lV,Ismael,Flores,22,Male,Vietnam,BCO6008,2,BCO7002,4.0,,,Financial and Managerial Accounting
04117,rpC1V,Ricardo,Cruz,23,Male,Thailand,BCO7000,3,BCO7006,2.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
48497,2Cc7E,Veronica,Garcia,31,Female,Malaysia,BCO7000,1,BCO7006,1.0,,,Marketing Strategy and Consumer Behavior
07820,Y9Oj0,Isabela,Rivera,21,Female,Singapore,BCO7000,4,BCO7006,4.0,BCO7002,4.0,Leadership and Strategic Management
29175,0sCMy,Luisa,Ramos,26,Female,Indonesia,BEO6000,3,BCO7003,1.0,BEO6600,2.0,Information Technology and Systems
00851,gLen4,Luisa,Ramos,22,Female,Cambodia,BCO7002,4,BEO6000,3.0,BEO6600,2.0,Digital Media and Content Creation
64689,EVyKQ,Roberto,Martinez,28,Male,Cambodia,BCO7002,4,,,,,Marketing Strategy and Consumer Behavior
03379,J0ZpV,Fernando,Fernandez,27,Male,Philippines,BEO6000,3,,,,,General Business and Management
84098,6jljt,Carlos,Morales,27,Male,Cambodia,BCO7000,4,BCO7006,1.0,BCO7003,1.0,Operations and Supply Chain Management
15775,WdzlT,Jose,Reyes,25,Male,Laos,BEO6600,2,BCO7002,4.0,BCO7003,1.0,Marketing Strategy and Consumer Behavior
53107,DrSmM,Sofia,Reyes,34,Female,Cambodia,BCO7005,2,BEO6000,3.0,,,Operations and Supply Chain Management
95064,i7dwh,Miguel,Martinez,19,Male,Philippines,BEO6000,3,,,,,Data-Driven Decision Making and Analytics
03221,e5eD4,Maria,Ramos,35,Female,Cambodia,BCO6008,2,,,,,General Business and Management
60310,9Vx2w,Rosa,Martinez,34,Female,Laos,BCO7000,2,BCO7006,2.0,BEO6600,2.0,Data-Driven Decision Making and Analytics
00955,EiQue,Carmen,Torres,20,Female,Vietnam,BEO6000,3,BCO7002,4.0,,,Digital Media and Content Creation
23221,JTpSe,Roberto,Fernandez,23,Male,Vietnam,"	
WOM1000",1,,,,,Digital Media and Content Creation
48306,rOTGy,Isabela,Reyes,21,Female,Myanmar,"	
WOM1000",1,BEO6600,2.0,,,General Business and Management
39345,cFq1v,Ricardo,Garcia,21,Male,Malaysia,BEO6000,3,BCO6008,2.0,,,Information Technology and Systems
48495,X5TCM,Miguel,Rivera,28,Male,Singapore,BEO6000,3,BCO7004,4.0,BAO6504,1.0,Digital Media and Content Creation
45538,KfeNi,Sofia,Rivera,27,Female,Philippines,BCO7002,4,BCO7005,2.0,,,Operations and Supply Chain Management
07716,4Vo9K,Juan,Reyes,28,Male,Laos,BEO6000,3,,,,,General Business and Management
05377,IzGYA,Jessica,Fernandez,20,Female,Brunei,BCO7004,4,BEO6000,3.0,BEO6600,2.0,Data-Driven Decision Making and Analytics
80023,STqOb,Alberto,Santos,24,Male,Vietnam,BCO7005,2,BCO7000,1.0,BEO6000,3.0,Operations and Supply Chain Management
38741,m3XaX,Luisa,Reyes,34,Female,Myanmar,"	
WOM1000",1,,,,,Leadership and Strategic Management
17868,2kNyG,Antonio,Torres,32,Male,Philippines,BCO7000,2,BCO7006,2.0,BCO7004,4.0,General Business and Management
43673,1eY4L,Isabela,Fernandez,18,Female,Thailand,BCO7003,1,,,,,Data-Driven Decision Making and Analytics
28185,7cCaf,Veronica,Reyes,25,Female,Thailand,BCO6008,2,BCO7003,1.0,,,Leadership and Strategic Management
42049,FHbJm,Antonio,Rivera,25,Male,Singapore,BCO6008,2,"	
WOM1000",1.0,,,General Business and Management
47932,IGvzy,Rosa,Gonzalez,30,Female,Brunei,BEO6000,3,BCO7007,2.0,BCO7002,4.0,Digital Media and Content Creation
73941,5D56c,Roberto,Rivera,27,Male,Singapore,BCO7005,2,BCO7000,1.0,,,Operations and Supply Chain Management
28372,mr7XX,Ismael,Martinez,25,Male,Myanmar,BCO7000,2,BCO7006,2.0,BCO7005,2.0,Information Technology and Systems
49360,Apa53,Rosa,Martinez,28,Female,Vietnam,BEO6000,3,BEO6600,2.0,BCO7004,4.0,Data-Driven Decision Making and Analytics
49287,vxalL,Ismael,Fernandez,25,Male,Singapore,BCO7003,1,BEO6000,3.0,,,General Business and Management
88237,zA40j,Carlos,Reyes,31,Male,Singapore,BEO6600,2,,,,,Marketing Strategy and Consumer Behavior
69310,Vrd4E,Alberto,Morales,24,Male,Singapore,BCO7004,4,,,,,Leadership and Strategic Management
84243,kQgMa,Juan,Ramos,26,Male,Singapore,BCO7000,1,BCO7006,1.0,,,General Business and Management
26094,tyv1L,Veronica,Flores,34,Female,Malaysia,BCO7004,4,BCO7000,1.0,,,General Business and Management
72518,yj7z3,Juan,Morales,18,Male,Myanmar,BCO7005,2,,,,,General Business and Management
54957,L1ewY,Angelica,Gonzalez,25,Female,Vietnam,BCO7007,2,BCO7002,4.0,BCO7003,1.0,Digital Media and Content Creation
71172,Jud6l,Fernando,Fernandez,29,Male,Indonesia,BCO7004,4,BEO6000,3.0,,,Marketing Strategy and Consumer Behavior
35541,83Duu,Juan,Martinez,29,Male,Malaysia,BCO7002,4,,,,,Digital Media and Content Creation
78451,CkEFF,Jose,Reyes,23,Male,Singapore,BCO7003,1,BCO7005,2.0,BEO6000,3.0,Information Technology and Systems
66551,rttbn,Angelica,Torres,20,Female,Thailand,"	
WOM1000",1,BCO7007,2.0,BCO7004,4.0,Leadership and Strategic Management
22859,ICDOo,Maria,Reyes,24,Female,Myanmar,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Operations and Supply Chain Management
20355,gCxJH,Miguel,Flores,21,Male,Indonesia,BEO6000,3,BCO7003,1.0,BCO7002,4.0,Operations and Supply Chain Management
97307,XAPWC,Rosa,Ramos,24,Female,Indonesia,BCO7000,1,BCO7006,1.0,,,Information Technology and Systems
92945,REnls,Ismael,Garcia,25,Male,Cambodia,BCO7002,4,BCO7005,2.0,,,Information Technology and Systems
12569,4eoCS,Alberto,Morales,31,Male,Vietnam,BCO7004,4,BEO6000,3.0,BCO7007,2.0,General Business and Management
21998,VOpbO,Ricardo,Fernandez,24,Male,Thailand,BCO6008,2,"	
WOM1000",1.0,BEO6000,3.0,Data-Driven Decision Making and Analytics
01656,XvMlT,Maria,Gonzalez,32,Female,Indonesia,BEO6000,3,BEO6600,2.0,,,Marketing Strategy and Consumer Behavior
64948,J4QvG,Luisa,Gonzalez,33,Female,Malaysia,BCO7003,1,BCO7002,4.0,,,Data-Driven Decision Making and Analytics
86385,u7wvl,Maria,Fernandez,23,Female,Indonesia,BEO6000,3,BCO7004,4.0,BEO6600,2.0,Operations and Supply Chain Management
77139,9qPRN,Angelica,Torres,24,Female,Cambodia,BCO7000,4,BCO7006,4.0,BCO7002,4.0,General Business and Management
86550,HQFgf,Angelica,Fernandez,35,Female,Singapore,BCO7004,4,,,,,Data-Driven Decision Making and Analytics
59971,OyuOa,Carlos,Santos,29,Male,Laos,"	
WOM1000",1,BEO6000,3.0,,,Financial and Managerial Accounting
72038,9MoBo,Antonio,Reyes,20,Male,Myanmar,BEO6000,3,,,,,Information Technology and Systems
46990,tUyV8,Rosa,Morales,35,Female,Thailand,BCO6008,2,BCO7004,4.0,,,Information Technology and Systems
89185,em4kR,Luisa,Torres,25,Female,Laos,BAO6504,1,,,,,Leadership and Strategic Management
30958,w2yp7,Juan,Morales,18,Male,Singapore,BCO7006,1,BEO6000,3.0,,,Data-Driven Decision Making and Analytics
18088,QDizK,Jose,Rivera,32,Male,Laos,BEO6000,3,BAO6504,1.0,,,Information Technology and Systems
60599,lVzPu,Carlos,Morales,22,Male,Cambodia,BEO6600,2,BCO7006,1.0,,,Digital Media and Content Creation
76412,auIqc,Fernando,Flores,22,Male,Thailand,BCO7000,4,BCO7006,4.0,BCO7004,4.0,Data-Driven Decision Making and Analytics
74577,CdgTc,Juan,Garcia,35,Male,Thailand,BCO7002,4,,,,,Financial and Managerial Accounting
07598,E5Z6j,Veronica,Cruz,27,Female,Cambodia,BEO6600,2,BEO6000,3.0,,,Leadership and Strategic Management
83155,Kp58h,Fernando,Cruz,24,Male,Indonesia,BCO7002,4,,,,,Operations and Supply Chain Management
31258,W6Z12,Carmen,Gonzalez,19,Female,Myanmar,BCO7004,4,,,,,Marketing Strategy and Consumer Behavior
32255,r5aBF,Sofia,Torres,28,Female,Laos,BCO7003,1,BEO6000,3.0,,,Digital Media and Content Creation
39688,NaKT7,Fernando,Torres,33,Male,Vietnam,BEO6000,3,BCO7004,4.0,,,General Business and Management
31718,HBooT,Miguel,Flores,20,Male,Cambodia,BAO6504,1,,,,,Digital Media and Content Creation
97835,StS00,Jose,Gonzalez,20,Male,Singapore,BCO7000,4,BCO7006,2.0,BCO7007,2.0,General Business and Management
15609,c3uiO,Maria,Reyes,29,Female,Thailand,BEO6000,3,,,,,Digital Media and Content Creation
