st_id,password,first_name,last_name,age,gender,nationality,interest,CompletedUnit_1_Code,CompletedUnit1_Title,CompletedUnit1_Semester,CompletedUnit1_Credits,CompletedUnit_2_Code,CompletedUnit2_Title,CompletedUnit2_Semester,CompletedUnit2_Credits,CompletedUnit_3_Code,CompletedUnit3_Title,CompletedUnit3_Semester,CompletedUnit3_Credits
42077,DjQ3P,Antonio,Garcia,19,Male,Thailand,Marketing Strategy and Consumer Behavior,BEO6000,Data Analysis for Business,Sem 3,12,,,,,,,,
55194,jToR2,Juan,Rivera,29,Male,Myanmar,Marketing Strategy and Consumer Behavior,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO7003,Analytics Project M anagement,Sem 1,12.0
40384,XXmQe,Isabela,Santos,29,Female,Myanmar,Information Technology and Systems,BCO7000,Business Analytics,Sem 1,12,,,,,,,,
80477,RzZCH,Jose,Martinez,31,Male,Cambodia,General Business and Management,BAO6504,Accounting for Management,Sem 1,12,,,,,,,,
55790,i6IoM,Ricardo,Reyes,22,Male,Indonesia,Data-Driven Decision Making and Analytics,WOM1000,Women in STEM,Sem 1,12,,,,,,,,
76881,vnw9v,Fernando,Flores,25,Male,Brunei,General Business and Management,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,WOM1000,Women in STEM,Sem 1,12.0
49382,NpzIL,Maria,Rivera,31,Female,Indonesia,Operations and Supply Chain Management,BCO7004,Business Data Mining and Warehousing,Sem 4,12,BCO7005,Data Security and Governance,Sem 2,12.0,,,,
57671,bf4iN,Alicia,Garcia,30,Female,Indonesia,Financial and Managerial Accounting,WOM1000,Women in STEM,Sem 1,12,BCO7000,Business Analytics,Sem 1,12.0,,,,
93709,0qZJM,Antonio,Santos,20,Male,Indonesia,Leadership and Strategic Management,BCO7004,Business Data Mining and Warehousing,Sem 4,12,BCO7003,Analytics Project M anagement,Sem 1,12.0,,,,
92378,r05et,Veronica,Morales,18,Female,Philippines,Digital Media and Content Creation,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO7007,Machine Learning,Sem 2,12.0
14746,oNlyg,Carlos,Martinez,24,Male,Cambodia,Marketing Strategy and Consumer Behavior,BCO7004,Business Data Mining and Warehousing,Sem 4,12,BCO7005,Data Security and Governance,Sem 2,12.0,,,,
87208,zzEHP,Miguel,Flores,18,Male,Thailand,Financial and Managerial Accounting,BEO6000,Data Analysis for Business,Sem 3,12,,,,,,,,
03258,epfIA,Sofia,Fernandez,30,Female,Indonesia,Digital Media and Content Creation,BCO7007,Machine Learning,Sem 2,12,BCO7002,Experience Management,Sem 4,12.0,,,,
10257,dy04r,Veronica,Morales,22,Female,Myanmar,Information Technology and Systems,BCO7004,Business Data Mining and Warehousing,Sem 4,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,,,,
79505,yKrkz,Antonio,Rivera,23,Male,Vietnam,General Business and Management,BCO7002,Experience Management,Sem 4,12,,,,,,,,
15660,9TpiK,Roberto,Gonzalez,34,Male,Philippines,Data-Driven Decision Making and Analytics,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BEO6000,Data Analysis for Business,Sem 3,12.0
11901,cPsuC,Maria,Rivera,21,Female,Indonesia,General Business and Management,BCO6008,Predictive Analytics,Sem 2,12,,,,,,,,
66023,JVMMj,Alicia,Martinez,28,Female,Cambodia,Marketing Strategy and Consumer Behavior,BCO7004,Business Data Mining and Warehousing,Sem 4,12,,,,,,,,
95704,s2CEs,Luisa,Ramos,22,Female,Vietnam,Operations and Supply Chain Management,BCO7000,Business Analytics,Sem 1,12,,,,,,,,
50140,VOalK,Miguel,Rivera,26,Male,Philippines,Leadership and Strategic Management,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO7002,Experience Management,Sem 4,12.0
17350,VeHFf,Veronica,Reyes,18,Female,Malaysia,Information Technology and Systems,BCO7003,Analytics Project M anagement,Sem 1,12,,,,,,,,
02312,k1R3y,Alberto,Gonzalez,18,Male,Thailand,General Business and Management,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,WOM1000,Women in STEM,Sem 1,12.0
65764,HeaMI,Carlos,Gonzalez,21,Male,Singapore,Digital Media and Content Creation,BCO7003,Analytics Project M anagement,Sem 1,12,BCO7007,Machine Learning,Sem 2,12.0,,,,
39975,NTkyd,Juan,Santos,30,Male,Philippines,General Business and Management,BCO7005,Data Security and Governance,Sem 2,12,BEO6000,Data Analysis for Business,Sem 3,12.0,,,,
14757,sUl6x,Maria,Morales,22,Female,Myanmar,Information Technology and Systems,BAO6504,Accounting for Management,Sem 1,12,,,,,,,,
10481,htHMd,Alberto,Martinez,24,Male,Vietnam,Leadership and Strategic Management,WOM1000,Women in STEM,Sem 1,12,BCO7000,Business Analytics,Sem 1,12.0,,,,
17056,GNuBU,Carmen,Santos,22,Female,Malaysia,Information Technology and Systems,WOM1000,Women in STEM,Sem 1,12,,,,,,,,
71297,Ettmj,Ismael,Flores,20,Male,Myanmar,General Business and Management,BEO6000,Data Analysis for Business,Sem 3,12,,,,,,,,
50732,jzd4t,Carmen,Rivera,21,Female,Cambodia,Information Technology and Systems,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO6008,Predictive Analytics,Sem 2,12.0
20696,sumsU,Carmen,Martinez,35,Female,Philippines,Information Technology and Systems,BCO7007,Machine Learning,Sem 2,12,,,,,,,,
68599,D1q8B,Alberto,Cruz,28,Male,Myanmar,Information Technology and Systems,BCO7006,Coding for Business Analytics,Sem 1,12,BCO7002,Experience Management,Sem 4,12.0,,,,
41984,PLphX,Angelica,Fernandez,28,Female,Philippines,Financial and Managerial Accounting,BCO7006,Coding for Business Analytics,Sem 1,12,,,,,,,,
12453,hl6U9,Rosa,Santos,23,Female,Cambodia,Financial and Managerial Accounting,BCO7004,Business Data Mining and Warehousing,Sem 4,12,,,,,,,,
49326,9CDC3,Ismael,Morales,21,Male,Malaysia,Leadership and Strategic Management,BCO7000,Business Analytics,Sem 1,12,,,,,,,,
00758,qpiul,Fernando,Rivera,31,Male,Philippines,Leadership and Strategic Management,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BEO6600,Business Economics,Sem 2,12.0
55602,9EdpO,Isabela,Santos,23,Female,Thailand,Financial and Managerial Accounting,WOM1000,Women in STEM,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,,,,
70893,1aHly,Rosa,Santos,20,Female,Cambodia,Operations and Supply Chain Management,BEO6000,Data Analysis for Business,Sem 3,12,,,,,,,,
08271,QHauf,Roberto,Cruz,28,Male,Philippines,Information Technology and Systems,BCO7000,Business Analytics,Sem 1,12,,,,,,,,
94038,j0vPT,Antonio,Garcia,29,Male,Philippines,General Business and Management,BCO7005,Data Security and Governance,Sem 2,12,,,,,,,,
71761,qVUYZ,Jose,Fernandez,29,Male,Malaysia,Operations and Supply Chain Management,BCO7000,Business Analytics,Sem 1,12,,,,,,,,
54345,ATNzo,Jose,Santos,26,Male,Malaysia,Financial and Managerial Accounting,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO7004,Business Data Mining and Warehousing,Sem 4,12.0
16714,fdo38,Miguel,Ramos,30,Male,Laos,Financial and Managerial Accounting,BCO6008,Predictive Analytics,Sem 2,12,BCO7007,Machine Learning,Sem 2,12.0,,,,
79478,3t3ii,Ismael,Morales,18,Male,Vietnam,Digital Media and Content Creation,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO6008,Predictive Analytics,Sem 2,12.0
14178,4ylPL,Ricardo,Martinez,26,Male,Philippines,Financial and Managerial Accounting,BCO7002,Experience Management,Sem 4,12,BCO7005,Data Security and Governance,Sem 2,12.0,,,,
65700,GzIbq,Maria,Santos,32,Female,Malaysia,Data-Driven Decision Making and Analytics,BCO7007,Machine Learning,Sem 2,12,,,,,,,,
50428,tg8z0,Carlos,Fernandez,24,Male,Vietnam,Information Technology and Systems,BEO6000,Data Analysis for Business,Sem 3,12,,,,,,,,
84245,Uzbg5,Luisa,Gonzalez,19,Female,Laos,Marketing Strategy and Consumer Behavior,BEO6000,Data Analysis for Business,Sem 3,12,BEO6600,Business Economics,Sem 2,12.0,,,,
13573,Gy0YF,Carmen,Martinez,30,Female,Philippines,Marketing Strategy and Consumer Behavior,WOM1000,Women in STEM,Sem 1,12,,,,,,,,
17886,oBOOE,Roberto,Gonzalez,24,Male,Singapore,Digital Media and Content Creation,BEO6600,Business Economics,Sem 2,12,BCO7000,Business Analytics,Sem 1,12.0,,,,
61857,LzoFb,Alicia,Fernandez,34,Female,Philippines,Information Technology and Systems,BCO7000,Business Analytics,Sem 1,12,BCO7007,Machine Learning,Sem 2,12.0,,,,
12565,GtjQ4,Maria,Morales,21,Female,Singapore,Financial and Managerial Accounting,BEO6600,Business Economics,Sem 2,12,,,,,,,,
17463,lUawg,Fernando,Garcia,21,Male,Malaysia,Leadership and Strategic Management,BCO7005,Data Security and Governance,Sem 2,12,BEO6600,Business Economics,Sem 2,12.0,,,,
32569,7wolc,Miguel,Reyes,30,Male,Brunei,General Business and Management,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BAO6504,Accounting for Management,Sem 1,12.0
06405,H7ZwW,Carmen,Ramos,30,Female,Myanmar,Digital Media and Content Creation,BCO7007,Machine Learning,Sem 2,12,,,,,,,,
55088,3LsuJ,Antonio,Morales,31,Male,Cambodia,Information Technology and Systems,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BAO6504,Accounting for Management,Sem 1,12.0
77429,DH4m5,Alberto,Cruz,23,Male,Cambodia,Information Technology and Systems,BAO6504,Accounting for Management,Sem 1,12,,,,,,,,
85826,WJArn,Ismael,Cruz,26,Male,Laos,General Business and Management,BEO6600,Business Economics,Sem 2,12,BCO7004,Business Data Mining and Warehousing,Sem 4,12.0,,,,
78625,wsgE9,Rosa,Torres,30,Female,Singapore,Leadership and Strategic Management,BCO7003,Analytics Project M anagement,Sem 1,12,BCO7000,Business Analytics,Sem 1,12.0,,,,
80459,UqzEb,Alberto,Gonzalez,35,Male,Malaysia,Information Technology and Systems,BCO7002,Experience Management,Sem 4,12,WOM1000,Women in STEM,Sem 1,12.0,,,,
04428,hzn0t,Roberto,Gonzalez,25,Male,Myanmar,Financial and Managerial Accounting,BCO7005,Data Security and Governance,Sem 2,12,BCO6008,Predictive Analytics,Sem 2,12.0,,,,
65787,UbbHl,Sofia,Fernandez,31,Female,Malaysia,Leadership and Strategic Management,BCO7005,Data Security and Governance,Sem 2,12,BEO6000,Data Analysis for Business,Sem 3,12.0,,,,
67069,HmvL0,Luisa,Garcia,18,Female,Laos,Information Technology and Systems,BEO6600,Business Economics,Sem 2,12,BAO6504,Accounting for Management,Sem 1,12.0,,,,
54112,HDIaw,Jose,Torres,19,Male,Cambodia,Data-Driven Decision Making and Analytics,BCO7007,Machine Learning,Sem 2,12,WOM1000,Women in STEM,Sem 1,12.0,,,,
87040,I8F4i,Ricardo,Flores,25,Male,Cambodia,Operations and Supply Chain Management,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO7003,Analytics Project M anagement,Sem 1,12.0
44453,INURp,Alberto,Martinez,30,Male,Brunei,Marketing Strategy and Consumer Behavior,BCO7002,Experience Management,Sem 4,12,,,,,,,,
85340,tC0GW,Veronica,Santos,35,Female,Vietnam,Marketing Strategy and Consumer Behavior,WOM1000,Women in STEM,Sem 1,12,BCO7005,Data Security and Governance,Sem 2,12.0,,,,
54754,EteeV,Fernando,Garcia,24,Male,Indonesia,Financial and Managerial Accounting,BCO7005,Data Security and Governance,Sem 2,12,BEO6000,Data Analysis for Business,Sem 3,12.0,,,,
53033,JAZ7s,Veronica,Reyes,33,Female,Indonesia,Digital Media and Content Creation,WOM1000,Women in STEM,Sem 1,12,BCO7007,Machine Learning,Sem 2,12.0,,,,
07848,pb71q,Ricardo,Garcia,22,Male,Thailand,Digital Media and Content Creation,WOM1000,Women in STEM,Sem 1,12,,,,,,,,
17598,IoZCs,Jessica,Garcia,32,Female,Malaysia,Leadership and Strategic Management,BCO7006,Coding for Business Analytics,Sem 1,12,,,,,,,,
30809,iJfay,Alicia,Cruz,30,Female,Vietnam,General Business and Management,BEO6000,Data Analysis for Business,Sem 3,12,BCO6008,Predictive Analytics,Sem 2,12.0,,,,
28103,YuOcg,Isabela,Santos,31,Female,Brunei,Data-Driven Decision Making and Analytics,WOM1000,Women in STEM,Sem 1,12,BCO7004,Business Data Mining and Warehousing,Sem 4,12.0,,,,
92741,n1Lyh,Veronica,Fernandez,18,Female,Brunei,Information Technology and Systems,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO7005,Data Security and Governance,Sem 2,12.0
72806,G8afY,Antonio,Flores,34,Male,Philippines,Data-Driven Decision Making and Analytics,BCO6008,Predictive Analytics,Sem 2,12,,,,,,,,
50872,Th5S1,Miguel,Rivera,35,Male,Vietnam,General Business and Management,BCO7002,Experience Management,Sem 4,12,BCO7000,Business Analytics,Sem 1,12.0,,,,
92099,5jVKv,Miguel,Torres,31,Male,Singapore,Financial and Managerial Accounting,BCO7000,Business Analytics,Sem 1,12,BCO7005,Data Security and Governance,Sem 2,12.0,,,,
65315,SborU,Juan,Rivera,19,Male,Indonesia,Financial and Managerial Accounting,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO7005,Data Security and Governance,Sem 2,12.0
49084,UABSz,Antonio,Torres,26,Male,Indonesia,Marketing Strategy and Consumer Behavior,WOM1000,Women in STEM,Sem 1,12,,,,,,,,
88186,NnUpk,Veronica,Gonzalez,20,Female,Laos,Leadership and Strategic Management,BCO7002,Experience Management,Sem 4,12,BCO7005,Data Security and Governance,Sem 2,12.0,,,,
31387,cxp4Z,Jose,Rivera,23,Male,Philippines,Information Technology and Systems,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO7002,Experience Management,Sem 4,12.0
37827,tnzZK,Isabela,Gonzalez,28,Female,Cambodia,Data-Driven Decision Making and Analytics,WOM1000,Women in STEM,Sem 1,12,,,,,,,,
63829,a7rJO,Antonio,Flores,20,Male,Cambodia,Digital Media and Content Creation,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BAO6504,Accounting for Management,Sem 1,12.0
58160,qxpNe,Alberto,Ramos,30,Male,Vietnam,Operations and Supply Chain Management,BCO7002,Experience Management,Sem 4,12,,,,,,,,
22576,mmqPH,Maria,Flores,32,Female,Cambodia,Financial and Managerial Accounting,BCO7002,Experience Management,Sem 4,12,BCO7003,Analytics Project M anagement,Sem 1,12.0,,,,
91388,FFsot,Jose,Rivera,31,Male,Brunei,Data-Driven Decision Making and Analytics,BEO6600,Business Economics,Sem 2,12,,,,,,,,
78518,zTYzl,Carmen,Rivera,22,Female,Singapore,Data-Driven Decision Making and Analytics,BCO7005,Data Security and Governance,Sem 2,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,,,,
43301,NGiQn,Carmen,Flores,34,Female,Thailand,Data-Driven Decision Making and Analytics,BCO7000,Business Analytics,Sem 1,12,,,,,,,,
74788,9u771,Alicia,Morales,35,Female,Myanmar,Digital Media and Content Creation,BCO7002,Experience Management,Sem 4,12,BCO7005,Data Security and Governance,Sem 2,12.0,,,,
78336,ArNkN,Angelica,Cruz,24,Female,Singapore,General Business and Management,BEO6600,Business Economics,Sem 2,12,BEO6000,Data Analysis for Business,Sem 3,12.0,,,,
86323,4HEoM,Sofia,Rivera,18,Female,Singapore,Data-Driven Decision Making and Analytics,BCO6008,Predictive Analytics,Sem 2,12,,,,,,,,
41959,M1BeQ,Miguel,Santos,30,Male,Singapore,General Business and Management,BCO7000,Business Analytics,Sem 1,12,BCO7003,Analytics Project M anagement,Sem 1,12.0,,,,
38927,ZIzp3,Antonio,Cruz,22,Male,Cambodia,Data-Driven Decision Making and Analytics,BCO7002,Experience Management,Sem 4,12,,,,,,,,
10020,YMUaA,Alberto,Martinez,22,Male,Vietnam,Marketing Strategy and Consumer Behavior,BEO6000,Data Analysis for Business,Sem 3,12,BCO7000,Business Analytics,Sem 1,12.0,,,,
69662,bm2E6,Luisa,Santos,19,Female,Laos,Information Technology and Systems,BCO7005,Data Security and Governance,Sem 2,12,WOM1000,Women in STEM,Sem 1,12.0,,,,
74131,z7wd8,Rosa,Rivera,35,Female,Malaysia,Leadership and Strategic Management,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO7007,Machine Learning,Sem 2,12.0
86073,tWbGQ,Ricardo,Ramos,26,Male,Philippines,Leadership and Strategic Management,BAO6504,Accounting for Management,Sem 1,12,,,,,,,,
26433,OorS0,Fernando,Rivera,22,Male,Philippines,Digital Media and Content Creation,BEO6000,Data Analysis for Business,Sem 3,12,BAO6504,Accounting for Management,Sem 1,12.0,,,,
16162,osVyr,Carmen,Morales,21,Female,Myanmar,Marketing Strategy and Consumer Behavior,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BEO6000,Data Analysis for Business,Sem 3,12.0
31947,LzMeY,Alberto,Reyes,30,Male,Brunei,Financial and Managerial Accounting,BCO7005,Data Security and Governance,Sem 2,12,BEO6000,Data Analysis for Business,Sem 3,12.0,,,,
00046,RCTcM,Veronica,Fernandez,29,Female,Malaysia,Data-Driven Decision Making and Analytics,BCO7003,Analytics Project M anagement,Sem 1,12,BCO7004,Business Data Mining and Warehousing,Sem 4,12.0,,,,
10301,j40L3,Juan,Reyes,34,Male,Thailand,Financial and Managerial Accounting,BCO7003,Analytics Project M anagement,Sem 1,12,,,,,,,,
82334,U7zhO,Alberto,Rivera,18,Male,Brunei,Leadership and Strategic Management,WOM1000,Women in STEM,Sem 1,12,,,,,,,,
23182,TvROe,Alicia,Garcia,31,Female,Brunei,Leadership and Strategic Management,BEO6000,Data Analysis for Business,Sem 3,12,BCO7005,Data Security and Governance,Sem 2,12.0,,,,
04726,NLLVV,Fernando,Martinez,25,Male,Laos,Digital Media and Content Creation,BEO6000,Data Analysis for Business,Sem 3,12,BCO7005,Data Security and Governance,Sem 2,12.0,,,,
94859,TXT1w,Luisa,Torres,31,Female,Indonesia,General Business and Management,BEO6600,Business Economics,Sem 2,12,,,,,,,,
50424,3LYj8,Juan,Ramos,23,Male,Cambodia,Marketing Strategy and Consumer Behavior,BCO7006,Coding for Business Analytics,Sem 1,12,BCO7005,Data Security and Governance,Sem 2,12.0,,,,
18693,pAaWS,Miguel,Gonzalez,29,Male,Singapore,Digital Media and Content Creation,BCO7003,Analytics Project M anagement,Sem 1,12,BCO7000,Business Analytics,Sem 1,12.0,,,,
67759,UU5yE,Luisa,Torres,20,Female,Indonesia,Data-Driven Decision Making and Analytics,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO7007,Machine Learning,Sem 2,12.0
87539,sI5xC,Juan,Ramos,30,Male,Myanmar,Operations and Supply Chain Management,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO7005,Data Security and Governance,Sem 2,12.0
95540,Y4hL7,Carlos,Morales,26,Male,Singapore,Financial and Managerial Accounting,BCO7006,Coding for Business Analytics,Sem 1,12,BEO6000,Data Analysis for Business,Sem 3,12.0,,,,
11351,VE9tk,Fernando,Morales,35,Male,Myanmar,Marketing Strategy and Consumer Behavior,BCO7006,Coding for Business Analytics,Sem 1,12,BCO7005,Data Security and Governance,Sem 2,12.0,,,,
96071,nnGzH,Isabela,Torres,33,Female,Laos,Data-Driven Decision Making and Analytics,BCO7007,Machine Learning,Sem 2,12,,,,,,,,
10000,If5Jc,Juan,Rivera,24,Male,Thailand,Data-Driven Decision Making and Analytics,BEO6000,Data Analysis for Business,Sem 3,12,,,,,,,,
10967,y6HHw,Fernando,Santos,23,Male,Myanmar,Leadership and Strategic Management,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO7004,Business Data Mining and Warehousing,Sem 4,12.0
21408,mqJeB,Maria,Santos,21,Female,Philippines,Information Technology and Systems,BCO7007,Machine Learning,Sem 2,12,,,,,,,,
62780,1Aq9I,Isabela,Rivera,23,Female,Philippines,Operations and Supply Chain Management,BCO7000,Business Analytics,Sem 1,12,BCO7007,Machine Learning,Sem 2,12.0,,,,
94483,i3VFP,Angelica,Fernandez,34,Female,Brunei,Data-Driven Decision Making and Analytics,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO7003,Analytics Project M anagement,Sem 1,12.0
68358,qxSte,Luisa,Fernandez,25,Female,Laos,Leadership and Strategic Management,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO7007,Machine Learning,Sem 2,12.0
91808,jAEpM,Roberto,Cruz,23,Male,Laos,Leadership and Strategic Management,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,WOM1000,Women in STEM,Sem 1,12.0
75263,nH17g,Carmen,Rivera,23,Female,Indonesia,General Business and Management,BCO6008,Predictive Analytics,Sem 2,12,,,,,,,,
79668,XfzN8,Alberto,Fernandez,25,Male,Brunei,Marketing Strategy and Consumer Behavior,BCO7005,Data Security and Governance,Sem 2,12,BCO7002,Experience Management,Sem 4,12.0,,,,
09006,TXp9z,Veronica,Martinez,34,Female,Philippines,Operations and Supply Chain Management,BEO6000,Data Analysis for Business,Sem 3,12,,,,,,,,
92113,4XF6k,Luisa,Torres,21,Female,Thailand,Leadership and Strategic Management,BCO7003,Analytics Project M anagement,Sem 1,12,,,,,,,,
77449,lvYAc,Rosa,Garcia,34,Female,Myanmar,Financial and Managerial Accounting,BCO7004,Business Data Mining and Warehousing,Sem 4,12,,,,,,,,
07692,lAA8D,Alicia,Morales,23,Female,Singapore,Operations and Supply Chain Management,BCO6008,Predictive Analytics,Sem 2,12,,,,,,,,
96948,OKybV,Ismael,Fernandez,29,Male,Myanmar,Marketing Strategy and Consumer Behavior,BCO7003,Analytics Project M anagement,Sem 1,12,,,,,,,,
01637,sReSL,Alberto,Gonzalez,23,Male,Malaysia,Information Technology and Systems,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BAO6504,Accounting for Management,Sem 1,12.0
34559,1MP0W,Miguel,Santos,26,Male,Philippines,Operations and Supply Chain Management,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO7007,Machine Learning,Sem 2,12.0
75688,MnLHq,Juan,Cruz,24,Male,Myanmar,Digital Media and Content Creation,BCO7007,Machine Learning,Sem 2,12,,,,,,,,
31786,TVoMG,Veronica,Cruz,28,Female,Myanmar,Data-Driven Decision Making and Analytics,BCO7006,Coding for Business Analytics,Sem 1,12,,,,,,,,
67944,52WPK,Sofia,Morales,21,Female,Singapore,Information Technology and Systems,BEO6600,Business Economics,Sem 2,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,,,,
50414,xWpBQ,Roberto,Martinez,23,Male,Vietnam,Financial and Managerial Accounting,BCO7002,Experience Management,Sem 4,12,WOM1000,Women in STEM,Sem 1,12.0,,,,
63981,uQwx1,Antonio,Rivera,21,Male,Malaysia,Financial and Managerial Accounting,BCO7004,Business Data Mining and Warehousing,Sem 4,12,WOM1000,Women in STEM,Sem 1,12.0,,,,
22346,NpniL,Jose,Ramos,33,Male,Thailand,Digital Media and Content Creation,BCO7007,Machine Learning,Sem 2,12,BCO6008,Predictive Analytics,Sem 2,12.0,,,,
33707,OtAHr,Sofia,Cruz,32,Female,Vietnam,Marketing Strategy and Consumer Behavior,BCO7006,Coding for Business Analytics,Sem 1,12,BEO6000,Data Analysis for Business,Sem 3,12.0,,,,
56616,jdeeK,Miguel,Reyes,19,Male,Myanmar,Leadership and Strategic Management,BEO6000,Data Analysis for Business,Sem 3,12,,,,,,,,
34590,sNbiM,Veronica,Gonzalez,23,Female,Myanmar,Operations and Supply Chain Management,WOM1000,Women in STEM,Sem 1,12,BEO6000,Data Analysis for Business,Sem 3,12.0,,,,
28599,Ng9L4,Luisa,Garcia,34,Female,Myanmar,Information Technology and Systems,BCO6008,Predictive Analytics,Sem 2,12,WOM1000,Women in STEM,Sem 1,12.0,,,,
50943,6pHQl,Maria,Morales,31,Female,Brunei,Information Technology and Systems,BCO7002,Experience Management,Sem 4,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,,,,
57030,oyO4W,Juan,Torres,18,Male,Thailand,General Business and Management,BEO6600,Business Economics,Sem 2,12,BCO7002,Experience Management,Sem 4,12.0,,,,
97393,Kf5h7,Ismael,Gonzalez,31,Male,Thailand,Leadership and Strategic Management,BCO7005,Data Security and Governance,Sem 2,12,,,,,,,,
02681,jbnMQ,Ismael,Cruz,22,Male,Myanmar,Financial and Managerial Accounting,BAO6504,Accounting for Management,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,,,,
10144,XJpah,Angelica,Morales,28,Female,Thailand,Marketing Strategy and Consumer Behavior,BEO6000,Data Analysis for Business,Sem 3,12,BCO7005,Data Security and Governance,Sem 2,12.0,,,,
36661,ilLUw,Antonio,Cruz,31,Male,Cambodia,Digital Media and Content Creation,BCO6008,Predictive Analytics,Sem 2,12,BCO7000,Business Analytics,Sem 1,12.0,,,,
51761,BAB7P,Alicia,Santos,22,Female,Thailand,Operations and Supply Chain Management,WOM1000,Women in STEM,Sem 1,12,BCO6008,Predictive Analytics,Sem 2,12.0,,,,
46364,xduvs,Carmen,Gonzalez,25,Female,Brunei,Marketing Strategy and Consumer Behavior,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO7005,Data Security and Governance,Sem 2,12.0
87281,ELSyw,Fernando,Flores,35,Male,Brunei,Marketing Strategy and Consumer Behavior,WOM1000,Women in STEM,Sem 1,12,BCO6008,Predictive Analytics,Sem 2,12.0,,,,
69741,TtchY,Jessica,Torres,19,Female,Brunei,Digital Media and Content Creation,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,WOM1000,Women in STEM,Sem 1,12.0
70187,YfNm9,Alberto,Reyes,23,Male,Cambodia,Digital Media and Content Creation,BEO6000,Data Analysis for Business,Sem 3,12,BAO6504,Accounting for Management,Sem 1,12.0,,,,
33993,7APTl,Maria,Fernandez,30,Female,Laos,Data-Driven Decision Making and Analytics,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BCO7004,Business Data Mining and Warehousing,Sem 4,12.0
48054,Mp2Hh,Carlos,Reyes,19,Male,Laos,General Business and Management,BCO7000,Business Analytics,Sem 1,12,BCO7006,Coding for Business Analytics,Sem 1,12.0,BEO6600,Business Economics,Sem 2,12.0
79785,dOyy3,Fernando,Rivera,30,Male,Malaysia,Operations and Supply Chain Management,WOM1000,Women in STEM,Sem 1,12,BEO6600,Business Economics,Sem 2,12.0,,,,
69978,vWF9C,Sofia,Garcia,24,Female,Malaysia,Financial and Managerial Accounting,BCO7004,Business Data Mining and Warehousing,Sem 4,12,BCO7003,Analytics Project M anagement,Sem 1,12.0,,,,
