st_id,first_name,last_name,age,gender,nationality,completed_units_1,completed_units_1_sem,completed_units_2,completed_units_2_sem,completed_units_3,completed_units_3_sem,interest
74144,Ricardo,Reyes,19,Male,Brunei,"	
WOM1000",1,,,,,Marketing Strategy and Consumer Behavior
26447,Alicia,Reyes,33,Female,Myanmar,BEO6600,2,,,,,Digital Media and Content Creation
95161,Alberto,Garcia,23,Male,Singapore,BCO7000,2,BCO7006,4.0,BCO7004,4.0,Financial and Managerial Accounting
65285,Rosa,Fernandez,28,Female,Myanmar,BCO7002,4,BEO6000,3.0,,,General Business and Management
06089,Rosa,Ramos,24,Female,Singapore,BCO7000,1,BEO6000,3.0,BCO7004,4.0,Marketing Strategy and Consumer Behavior
18272,Antonio,Reyes,32,Male,Myanmar,BCO7000,4,BCO7006,1.0,BCO7004,4.0,Information Technology and Systems
50956,Jessica,Garcia,27,Female,Philippines,BCO7004,4,BEO6000,3.0,,,Information Technology and Systems
67855,Carmen,Gonzalez,27,Female,Philippines,BCO7000,2,BCO7006,2.0,BEO6000,3.0,Information Technology and Systems
37796,Alicia,Morales,27,Female,Thailand,BCO7006,1,,,,,Data-Driven Decision Making and Analytics
76773,Roberto,Cruz,21,Male,Philippines,BCO7000,4,BCO7006,4.0,BCO7007,2.0,Marketing Strategy and Consumer Behavior
59423,Sofia,Santos,22,Female,Indonesia,BEO6000,3,BCO7003,1.0,,,Operations and Supply Chain Management
18763,Sofia,Gonzalez,26,Female,Myanmar,BCO7000,2,BCO7006,2.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
99974,Roberto,Rivera,19,Male,Laos,BCO7000,2,BCO7006,2.0,BEO6600,2.0,Digital Media and Content Creation
91545,Alicia,Rivera,18,Female,Cambodia,BCO7004,4,BAO6504,1.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
66929,Alicia,Garcia,27,Female,Singapore,BCO7002,4,,,,,Digital Media and Content Creation
73693,Juan,Flores,20,Male,Cambodia,BCO7000,1,,,,,Financial and Managerial Accounting
13743,Antonio,Morales,28,Male,Brunei,BCO7002,4,BEO6000,3.0,BAO6504,1.0,Marketing Strategy and Consumer Behavior
81873,Antonio,Santos,32,Male,Singapore,BCO7000,1,BCO7006,1.0,"	
WOM1000",1.0,Marketing Strategy and Consumer Behavior
00768,Alberto,Rivera,21,Male,Malaysia,BCO7002,4,BEO6000,3.0,BCO7006,1.0,Operations and Supply Chain Management
40998,Roberto,Fernandez,34,Male,Thailand,BCO7004,4,,,,,Financial and Managerial Accounting
42013,Miguel,Morales,20,Male,Cambodia,BEO6000,3,"	
WOM1000",1.0,BEO6600,2.0,General Business and Management
47084,Antonio,Ramos,19,Male,Vietnam,BEO6000,3,BCO7000,1.0,,,Leadership and Strategic Management
85814,Carmen,Reyes,30,Female,Cambodia,BCO7000,1,BCO7006,3.0,BEO6000,3.0,Operations and Supply Chain Management
73717,Miguel,Reyes,25,Male,Brunei,BCO7005,2,BCO7006,1.0,,,Operations and Supply Chain Management
87934,Alberto,Martinez,31,Male,Laos,BCO7002,4,BEO6000,3.0,,,Operations and Supply Chain Management
70669,Ricardo,Cruz,21,Male,Singapore,BCO7002,4,"	
WOM1000",1.0,,,Digital Media and Content Creation
63520,Maria,Fernandez,20,Female,Brunei,BEO6000,3,BCO7004,4.0,BCO7007,2.0,Digital Media and Content Creation
07936,Luisa,Reyes,31,Female,Philippines,BCO7007,2,BCO7000,1.0,,,Digital Media and Content Creation
20078,Carmen,Fernandez,30,Female,Singapore,BCO7006,1,BCO7005,2.0,,,Data-Driven Decision Making and Analytics
06555,Roberto,Fernandez,29,Male,Singapore,BCO7000,2,BCO7006,2.0,BEO6000,3.0,Leadership and Strategic Management
64066,Jessica,Gonzalez,20,Female,Thailand,BAO6504,1,BEO6000,3.0,BCO6008,2.0,Information Technology and Systems
00359,Rosa,Ramos,19,Female,Myanmar,BCO7007,2,BCO7002,4.0,BEO6000,3.0,Digital Media and Content Creation
70886,Miguel,Cruz,27,Male,Cambodia,BCO7004,4,BEO6000,3.0,,,Operations and Supply Chain Management
78307,Luisa,Fernandez,29,Female,Myanmar,"	
WOM1000",1,BEO6000,3.0,,,General Business and Management
62828,Juan,Torres,32,Male,Indonesia,BCO6008,2,,,,,Marketing Strategy and Consumer Behavior
51316,Antonio,Gonzalez,34,Male,Vietnam,BCO7004,4,BCO6008,2.0,BAO6504,1.0,Digital Media and Content Creation
04533,Carlos,Ramos,28,Male,Brunei,BCO7004,4,BEO6600,2.0,,,Operations and Supply Chain Management
13479,Alicia,Torres,18,Female,Indonesia,BCO7007,2,,,,,Marketing Strategy and Consumer Behavior
13823,Carmen,Flores,30,Female,Brunei,BCO7004,4,BEO6000,3.0,BCO7005,2.0,Data-Driven Decision Making and Analytics
78756,Juan,Ramos,33,Male,Malaysia,BCO7000,1,BCO7006,3.0,BCO7004,4.0,General Business and Management
67160,Rosa,Santos,23,Female,Malaysia,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Financial and Managerial Accounting
49822,Sofia,Morales,31,Female,Philippines,BCO7000,2,BCO7006,4.0,BCO7002,4.0,Digital Media and Content Creation
98717,Luisa,Fernandez,18,Female,Singapore,BEO6000,3,"	
WOM1000",1.0,,,Leadership and Strategic Management
02694,Isabela,Cruz,27,Female,Indonesia,BCO7000,1,BCO7006,1.0,BAO6504,1.0,Data-Driven Decision Making and Analytics
00785,Sofia,Garcia,23,Female,Cambodia,BCO7000,4,BCO7006,4.0,BCO7007,2.0,General Business and Management
21374,Alicia,Morales,28,Female,Cambodia,BEO6000,3,,,,,Marketing Strategy and Consumer Behavior
05177,Roberto,Cruz,23,Male,Laos,BEO6000,3,,,,,General Business and Management
85019,Sofia,Gonzalez,21,Female,Laos,BEO6000,3,,,,,Operations and Supply Chain Management
04188,Carmen,Cruz,22,Female,Indonesia,BEO6000,3,BCO7000,1.0,,,Financial and Managerial Accounting
88336,Luisa,Reyes,34,Female,Vietnam,BCO7006,1,,,,,Leadership and Strategic Management
34600,Veronica,Santos,18,Female,Cambodia,BCO7000,2,BCO7006,2.0,BCO7005,2.0,General Business and Management
22403,Sofia,Torres,25,Female,Myanmar,BCO7006,1,BCO7004,4.0,BCO6008,2.0,Data-Driven Decision Making and Analytics
54402,Sofia,Gonzalez,22,Female,Malaysia,BCO7000,1,,,,,Operations and Supply Chain Management
45547,Alicia,Reyes,27,Female,Vietnam,BEO6000,3,,,,,General Business and Management
41384,Carlos,Reyes,32,Male,Cambodia,BEO6000,3,,,,,Financial and Managerial Accounting
71629,Rosa,Cruz,35,Female,Philippines,BCO7007,2,BCO7004,4.0,,,Leadership and Strategic Management
62815,Maria,Morales,28,Female,Vietnam,BCO7000,2,BCO7006,2.0,BCO7007,2.0,Leadership and Strategic Management
35745,Luisa,Fernandez,32,Female,Laos,BEO6000,3,,,,,Marketing Strategy and Consumer Behavior
93582,Antonio,Ramos,34,Male,Indonesia,BCO7002,4,BEO6000,3.0,BCO7005,2.0,Data-Driven Decision Making and Analytics
01070,Angelica,Garcia,20,Female,Brunei,BCO7000,3,BCO7006,4.0,BEO6000,3.0,Leadership and Strategic Management
46722,Veronica,Garcia,32,Female,Thailand,BCO7000,4,BCO7006,4.0,BEO6000,3.0,Digital Media and Content Creation
75801,Jose,Morales,18,Male,Cambodia,BCO7000,2,BCO7006,1.0,BCO7004,4.0,Leadership and Strategic Management
10647,Ismael,Reyes,30,Male,Thailand,BCO7000,2,BCO7006,3.0,BEO6600,2.0,Financial and Managerial Accounting
90112,Fernando,Ramos,34,Male,Vietnam,BCO7007,2,BCO7004,4.0,,,Information Technology and Systems
95396,Rosa,Garcia,35,Female,Myanmar,BCO7007,2,,,,,Data-Driven Decision Making and Analytics
85355,Maria,Cruz,31,Female,Malaysia,BEO6000,3,,,,,Information Technology and Systems
51127,Rosa,Santos,29,Female,Indonesia,BCO7000,4,BCO7006,2.0,BCO6008,2.0,Marketing Strategy and Consumer Behavior
71376,Ricardo,Santos,22,Male,Indonesia,BCO7000,2,BCO7006,2.0,BEO6600,2.0,Marketing Strategy and Consumer Behavior
86913,Sofia,Santos,18,Female,Cambodia,BCO7000,2,BCO7006,3.0,BEO6000,3.0,Financial and Managerial Accounting
29945,Jose,Fernandez,21,Male,Brunei,BEO6000,3,BCO7004,4.0,BAO6504,1.0,Digital Media and Content Creation
11556,Ricardo,Flores,33,Male,Myanmar,BCO7002,4,BCO7000,1.0,,,Digital Media and Content Creation
82908,Roberto,Santos,24,Male,Vietnam,BCO7000,2,BCO7006,3.0,BCO7004,4.0,Financial and Managerial Accounting
70369,Ricardo,Cruz,32,Male,Laos,BCO7002,4,BCO6008,2.0,BEO6000,3.0,General Business and Management
60537,Alicia,Gonzalez,30,Female,Cambodia,BEO6600,2,BCO7002,4.0,BEO6000,3.0,Data-Driven Decision Making and Analytics
10349,Fernando,Gonzalez,31,Male,Philippines,BCO7002,4,BCO7005,2.0,BEO6000,3.0,Information Technology and Systems
70894,Antonio,Flores,23,Male,Indonesia,BEO6000,3,BCO7004,4.0,"	
WOM1000",1.0,Leadership and Strategic Management
98667,Carlos,Gonzalez,21,Male,Laos,BCO7000,4,BCO7006,4.0,BCO7002,4.0,Information Technology and Systems
00635,Juan,Martinez,28,Male,Philippines,BCO7005,2,BCO7004,4.0,,,Digital Media and Content Creation
72047,Alberto,Torres,33,Male,Malaysia,BCO7005,2,,,,,General Business and Management
12227,Luisa,Cruz,28,Female,Indonesia,BEO6000,3,,,,,Financial and Managerial Accounting
06175,Carmen,Gonzalez,26,Female,Malaysia,"	
WOM1000",1,BCO7004,4.0,,,Data-Driven Decision Making and Analytics
43303,Sofia,Flores,33,Female,Vietnam,BEO6000,3,,,,,Leadership and Strategic Management
01638,Rosa,Garcia,26,Female,Cambodia,BCO7002,4,BEO6000,3.0,,,Marketing Strategy and Consumer Behavior
00641,Juan,Reyes,20,Male,Brunei,BCO6008,2,BEO6000,3.0,BCO7000,1.0,Operations and Supply Chain Management
84667,Juan,Santos,20,Male,Laos,BCO7004,4,,,,,Financial and Managerial Accounting
02779,Maria,Santos,35,Female,Myanmar,BEO6000,3,,,,,Digital Media and Content Creation
66754,Carmen,Cruz,20,Female,Vietnam,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
64107,Jose,Rivera,24,Male,Myanmar,BCO7002,4,BEO6000,3.0,,,Operations and Supply Chain Management
13532,Jessica,Garcia,31,Female,Vietnam,BEO6000,3,BCO7000,1.0,BCO7002,4.0,Operations and Supply Chain Management
25330,Carlos,Gonzalez,22,Male,Laos,BCO7005,2,BEO6000,3.0,,,General Business and Management
64196,Ricardo,Cruz,21,Male,Cambodia,BEO6000,3,BCO7002,4.0,,,Marketing Strategy and Consumer Behavior
68710,Sofia,Flores,21,Female,Indonesia,BCO7005,2,BEO6000,3.0,BCO7002,4.0,Information Technology and Systems
47363,Fernando,Flores,28,Male,Cambodia,BAO6504,1,BEO6000,3.0,,,Operations and Supply Chain Management
13682,Luisa,Martinez,26,Female,Myanmar,BCO7003,1,BEO6600,2.0,,,Information Technology and Systems
52080,Alberto,Reyes,22,Male,Malaysia,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Leadership and Strategic Management
05407,Alberto,Cruz,24,Male,Myanmar,"	
WOM1000",1,BEO6000,3.0,,,Leadership and Strategic Management
34749,Isabela,Flores,35,Female,Singapore,BEO6000,3,BCO7006,1.0,,,General Business and Management
55562,Alicia,Rivera,21,Female,Vietnam,"	
WOM1000",1,BEO6000,3.0,BCO7002,4.0,Leadership and Strategic Management
55195,Juan,Morales,18,Male,Philippines,BCO7002,4,,,,,Financial and Managerial Accounting
24022,Alberto,Garcia,34,Male,Singapore,BEO6000,3,BEO6600,2.0,BCO7002,4.0,Financial and Managerial Accounting
05873,Ismael,Ramos,31,Male,Myanmar,BCO7005,2,"	
WOM1000",1.0,BEO6000,3.0,Information Technology and Systems
72699,Miguel,Cruz,26,Male,Malaysia,BEO6000,3,,,,,Information Technology and Systems
40152,Antonio,Ramos,32,Male,Thailand,BCO7000,1,BEO6000,3.0,,,Information Technology and Systems
34495,Roberto,Morales,23,Male,Singapore,BCO7000,3,BCO7006,2.0,BCO7002,4.0,Marketing Strategy and Consumer Behavior
20333,Fernando,Gonzalez,22,Male,Malaysia,BEO6000,3,BCO7004,4.0,,,Information Technology and Systems
63972,Fernando,Rivera,34,Male,Cambodia,BCO7000,4,BCO7006,4.0,BCO7007,2.0,Leadership and Strategic Management
53061,Sofia,Cruz,24,Female,Malaysia,BCO7005,2,BCO7003,1.0,BEO6000,3.0,General Business and Management
55690,Carmen,Gonzalez,23,Female,Brunei,"	
WOM1000",1,BCO7007,2.0,BEO6000,3.0,Data-Driven Decision Making and Analytics
73059,Maria,Gonzalez,19,Female,Thailand,BCO7006,1,BEO6000,3.0,BCO7002,4.0,Marketing Strategy and Consumer Behavior
75052,Alberto,Flores,19,Male,Myanmar,BCO7000,3,BCO7006,3.0,BCO7004,4.0,Information Technology and Systems
39650,Antonio,Fernandez,29,Male,Brunei,BCO7005,2,BCO7006,1.0,BCO7002,4.0,Digital Media and Content Creation
92937,Maria,Gonzalez,29,Female,Singapore,BCO7000,4,BCO7006,3.0,BEO6000,3.0,Financial and Managerial Accounting
17279,Veronica,Torres,28,Female,Vietnam,BEO6000,3,BCO7004,4.0,,,Marketing Strategy and Consumer Behavior
40452,Isabela,Cruz,27,Female,Myanmar,BCO7007,2,,,,,Digital Media and Content Creation
95697,Alberto,Fernandez,29,Male,Cambodia,BCO7005,2,BCO7002,4.0,,,Marketing Strategy and Consumer Behavior
45000,Ricardo,Flores,32,Male,Philippines,BCO7002,4,BEO6600,2.0,BEO6000,3.0,Leadership and Strategic Management
78146,Rosa,Gonzalez,28,Female,Malaysia,BEO6000,3,,,,,Leadership and Strategic Management
13646,Angelica,Torres,28,Female,Malaysia,BCO7003,1,,,,,Digital Media and Content Creation
15112,Sofia,Torres,33,Female,Malaysia,BCO7002,4,BEO6000,3.0,,,Data-Driven Decision Making and Analytics
93649,Carmen,Garcia,25,Female,Myanmar,BCO7005,2,,,,,Digital Media and Content Creation
35835,Rosa,Flores,22,Female,Philippines,BCO7003,1,,,,,Information Technology and Systems
47791,Jessica,Rivera,21,Female,Laos,BCO7002,4,BCO7007,2.0,BEO6000,3.0,Leadership and Strategic Management
72019,Jose,Martinez,26,Male,Vietnam,BAO6504,1,,,,,Operations and Supply Chain Management
42890,Antonio,Reyes,26,Male,Myanmar,BEO6000,3,BCO7004,4.0,BCO7000,1.0,Operations and Supply Chain Management
10429,Carmen,Garcia,31,Female,Thailand,BCO7004,4,,,,,Information Technology and Systems
50966,Sofia,Fernandez,23,Female,Vietnam,BCO7006,1,,,,,Leadership and Strategic Management
57865,Miguel,Martinez,25,Male,Laos,BCO7000,1,BCO7006,1.0,,,Data-Driven Decision Making and Analytics
09326,Ricardo,Torres,35,Male,Singapore,BCO7005,2,BAO6504,1.0,,,Data-Driven Decision Making and Analytics
44792,Maria,Ramos,32,Female,Brunei,BCO7003,1,BCO7005,2.0,BEO6000,3.0,Leadership and Strategic Management
91149,Jessica,Torres,32,Female,Indonesia,BCO7002,4,BEO6000,3.0,BCO7007,2.0,Operations and Supply Chain Management
60893,Juan,Ramos,23,Male,Singapore,BCO7007,2,,,,,Information Technology and Systems
67921,Antonio,Fernandez,35,Male,Thailand,BCO7004,4,BEO6000,3.0,,,Digital Media and Content Creation
72294,Carlos,Rivera,33,Male,Indonesia,BCO7006,1,BCO7002,4.0,,,Information Technology and Systems
44976,Sofia,Cruz,18,Female,Vietnam,BEO6600,2,,,,,Information Technology and Systems
22264,Angelica,Garcia,20,Female,Myanmar,BCO7005,2,"	
WOM1000",1.0,,,Information Technology and Systems
81094,Rosa,Reyes,34,Female,Malaysia,BCO7007,2,BEO6000,3.0,,,Data-Driven Decision Making and Analytics
44184,Isabela,Gonzalez,23,Female,Brunei,BCO7004,4,,,,,Data-Driven Decision Making and Analytics
27749,Isabela,Flores,19,Female,Malaysia,BCO6008,2,BCO7006,1.0,,,Digital Media and Content Creation
73706,Alicia,Reyes,31,Female,Thailand,BCO7002,4,,,,,Marketing Strategy and Consumer Behavior
46302,Rosa,Fernandez,22,Female,Cambodia,BCO7000,3,BCO7006,4.0,BEO6000,3.0,Leadership and Strategic Management
25472,Antonio,Garcia,29,Male,Singapore,BCO7007,2,BCO7002,4.0,BEO6000,3.0,Digital Media and Content Creation
06637,Miguel,Ramos,33,Male,Malaysia,BCO7002,4,,,,,Leadership and Strategic Management
88518,Miguel,Cruz,25,Male,Myanmar,BCO7000,1,BCO7004,4.0,BEO6000,3.0,Digital Media and Content Creation
71886,Luisa,Martinez,19,Female,Malaysia,BCO6008,2,BCO7003,1.0,,,General Business and Management
46611,Juan,Fernandez,22,Male,Brunei,BEO6000,3,BCO7002,4.0,BAO6504,1.0,Operations and Supply Chain Management
32722,Luisa,Morales,27,Female,Malaysia,BCO7002,4,BCO7007,2.0,,,Marketing Strategy and Consumer Behavior
03669,Fernando,Gonzalez,27,Male,Philippines,BCO7004,4,,,,,Leadership and Strategic Management
51988,Carmen,Morales,34,Female,Malaysia,BCO7003,1,BCO7005,2.0,BCO7002,4.0,General Business and Management
10403,Ricardo,Cruz,33,Male,Cambodia,BCO7000,1,,,,,Data-Driven Decision Making and Analytics
16587,Maria,Flores,21,Female,Singapore,BCO7006,1,BEO6000,3.0,BCO6008,2.0,Financial and Managerial Accounting
56576,Fernando,Rivera,31,Male,Singapore,BCO7000,4,BCO7006,4.0,BAO6504,1.0,Data-Driven Decision Making and Analytics
93391,Carlos,Cruz,27,Male,Myanmar,BEO6000,3,,,,,Digital Media and Content Creation
74005,Alberto,Santos,34,Male,Singapore,BCO6008,2,,,,,Marketing Strategy and Consumer Behavior
39817,Juan,Martinez,26,Male,Cambodia,BEO6000,3,BCO7006,1.0,BCO7004,4.0,Leadership and Strategic Management
63847,Veronica,Flores,34,Female,Cambodia,BCO7000,1,BCO7006,1.0,BAO6504,1.0,Operations and Supply Chain Management
20640,Juan,Morales,20,Male,Brunei,BEO6000,3,"	
WOM1000",1.0,,,Digital Media and Content Creation
40371,Sofia,Reyes,28,Female,Laos,BCO7002,4,,,,,Operations and Supply Chain Management
78384,Miguel,Gonzalez,20,Male,Indonesia,BCO7000,1,BCO7006,1.0,BCO7003,1.0,Operations and Supply Chain Management
16978,Jessica,Reyes,24,Female,Singapore,BEO6000,3,BCO7004,4.0,BCO7006,1.0,General Business and Management
89343,Veronica,Santos,33,Female,Thailand,BCO7002,4,,,,,Financial and Managerial Accounting
36899,Miguel,Gonzalez,26,Male,Cambodia,BEO6000,3,BEO6600,2.0,,,Digital Media and Content Creation
54922,Fernando,Flores,30,Male,Cambodia,BAO6504,1,,,,,Digital Media and Content Creation
35620,Sofia,Ramos,22,Female,Malaysia,BCO7000,4,BCO7006,4.0,BCO7002,4.0,Information Technology and Systems
95591,Rosa,Ramos,30,Female,Vietnam,BCO7007,2,BEO6000,3.0,,,Operations and Supply Chain Management
94353,Veronica,Santos,25,Female,Cambodia,BCO7006,1,,,,,Financial and Managerial Accounting
79111,Veronica,Reyes,34,Female,Brunei,BEO6000,3,,,,,Information Technology and Systems
44302,Ricardo,Reyes,33,Male,Cambodia,BEO6000,3,BCO7005,2.0,,,General Business and Management
02870,Alberto,Reyes,21,Male,Singapore,BCO7006,1,BCO7005,2.0,BCO7002,4.0,General Business and Management
07531,Jose,Fernandez,34,Male,Vietnam,BEO6600,2,BEO6000,3.0,BCO7002,4.0,Information Technology and Systems
22326,Miguel,Torres,25,Male,Myanmar,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Information Technology and Systems
82143,Sofia,Ramos,26,Female,Philippines,BEO6000,3,,,,,Financial and Managerial Accounting
69224,Veronica,Rivera,35,Female,Singapore,BEO6600,2,BAO6504,1.0,BCO7004,4.0,General Business and Management
55794,Ricardo,Morales,18,Male,Indonesia,BCO7004,4,BEO6000,3.0,,,Operations and Supply Chain Management
99442,Sofia,Torres,26,Female,Myanmar,BEO6000,3,BCO7006,1.0,,,Financial and Managerial Accounting
61280,Isabela,Rivera,32,Female,Laos,BEO6600,2,BEO6000,3.0,"	
WOM1000",1.0,Data-Driven Decision Making and Analytics
30292,Ismael,Cruz,33,Male,Thailand,BCO7005,2,BCO7002,4.0,BEO6000,3.0,General Business and Management
85987,Angelica,Gonzalez,26,Female,Thailand,BEO6000,3,BCO7002,4.0,,,General Business and Management
85401,Juan,Fernandez,34,Male,Thailand,BCO7000,1,,,,,Leadership and Strategic Management
97929,Antonio,Reyes,26,Male,Cambodia,BCO7002,4,BCO7000,1.0,BEO6600,2.0,Leadership and Strategic Management
92057,Juan,Fernandez,18,Male,Cambodia,BCO7003,1,BEO6000,3.0,BCO7002,4.0,Financial and Managerial Accounting
01443,Angelica,Reyes,21,Female,Vietnam,BCO7004,4,BCO7007,2.0,BEO6000,3.0,Leadership and Strategic Management
13888,Alberto,Gonzalez,31,Male,Cambodia,BEO6000,3,,,,,Financial and Managerial Accounting
56007,Roberto,Flores,21,Male,Myanmar,BCO7000,1,BCO7006,3.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
97044,Ismael,Garcia,32,Male,Singapore,BCO7000,4,BCO7006,4.0,BCO7004,4.0,Operations and Supply Chain Management
57466,Angelica,Fernandez,33,Female,Vietnam,BCO7003,1,BEO6000,3.0,BCO6008,2.0,General Business and Management
45293,Carlos,Garcia,26,Male,Vietnam,BCO7000,4,BCO7006,2.0,BCO6008,2.0,Leadership and Strategic Management
69860,Ismael,Morales,31,Male,Vietnam,BEO6600,2,,,,,Financial and Managerial Accounting
77995,Luisa,Ramos,23,Female,Indonesia,BCO7005,2,BCO7003,1.0,,,Digital Media and Content Creation
29909,Alicia,Morales,26,Female,Vietnam,BAO6504,1,BCO7002,4.0,,,Information Technology and Systems
39666,Alberto,Torres,25,Male,Indonesia,BCO7005,2,,,,,Marketing Strategy and Consumer Behavior
71701,Sofia,Garcia,30,Female,Malaysia,BCO7000,1,BEO6600,2.0,,,Operations and Supply Chain Management
71127,Ismael,Torres,31,Male,Myanmar,BCO7003,1,BEO6600,2.0,,,Information Technology and Systems
77904,Juan,Flores,28,Male,Brunei,BCO7004,4,BCO7000,1.0,,,Marketing Strategy and Consumer Behavior
53149,Juan,Morales,21,Male,Singapore,BCO7005,2,BAO6504,1.0,,,Leadership and Strategic Management
73100,Roberto,Fernandez,34,Male,Cambodia,BCO7000,1,,,,,Data-Driven Decision Making and Analytics
95259,Miguel,Flores,31,Male,Myanmar,BEO6600,2,BCO7003,1.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
67820,Carmen,Garcia,28,Female,Indonesia,BCO6008,2,BEO6000,3.0,,,General Business and Management
42639,Juan,Flores,19,Male,Indonesia,BEO6600,2,BAO6504,1.0,,,Leadership and Strategic Management
54127,Angelica,Reyes,26,Female,Vietnam,BCO7000,2,BCO7006,2.0,BCO7002,4.0,Operations and Supply Chain Management
37780,Veronica,Gonzalez,35,Female,Thailand,BCO7000,1,BEO6000,3.0,,,Financial and Managerial Accounting
19083,Carmen,Cruz,30,Female,Philippines,BCO7007,2,BCO7004,4.0,BEO6000,3.0,Leadership and Strategic Management
07394,Maria,Cruz,28,Female,Vietnam,BCO7002,4,BCO6008,2.0,,,Operations and Supply Chain Management
17148,Carmen,Reyes,33,Female,Thailand,BEO6000,3,,,,,Information Technology and Systems
97518,Juan,Torres,19,Male,Malaysia,BCO7000,3,BCO7006,2.0,BEO6000,3.0,Financial and Managerial Accounting
78957,Carmen,Rivera,31,Female,Vietnam,BCO6008,2,BEO6000,3.0,,,General Business and Management
50655,Juan,Fernandez,34,Male,Brunei,BCO7002,4,"	
WOM1000",1.0,BCO7005,2.0,General Business and Management
56008,Angelica,Reyes,33,Female,Brunei,BCO7005,2,"	
WOM1000",1.0,BEO6000,3.0,Data-Driven Decision Making and Analytics
92579,Jessica,Martinez,30,Female,Brunei,BEO6600,2,BCO7003,1.0,,,Marketing Strategy and Consumer Behavior
63911,Carlos,Rivera,18,Male,Singapore,BAO6504,1,BCO7002,4.0,,,Financial and Managerial Accounting
08346,Rosa,Morales,33,Female,Myanmar,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Leadership and Strategic Management
81795,Carmen,Torres,29,Female,Vietnam,BCO7007,2,BCO7000,1.0,BEO6000,3.0,Data-Driven Decision Making and Analytics
65021,Alberto,Cruz,21,Male,Laos,BCO7000,1,BCO7006,3.0,BEO6600,2.0,Information Technology and Systems
32177,Roberto,Morales,34,Male,Myanmar,BCO7000,4,BCO7006,4.0,BCO7002,4.0,Data-Driven Decision Making and Analytics
21477,Luisa,Flores,18,Female,Thailand,BEO6000,3,BCO7003,1.0,BCO7002,4.0,Data-Driven Decision Making and Analytics
64184,Antonio,Flores,18,Male,Laos,BCO7005,2,BCO7002,4.0,,,Marketing Strategy and Consumer Behavior
90224,Juan,Rivera,35,Male,Singapore,BCO7007,2,BCO7000,1.0,BEO6000,3.0,Marketing Strategy and Consumer Behavior
75844,Isabela,Ramos,25,Female,Cambodia,BEO6000,3,BCO7000,1.0,,,Digital Media and Content Creation
43361,Veronica,Morales,18,Female,Brunei,BCO7004,4,,,,,Digital Media and Content Creation
89192,Antonio,Flores,27,Male,Laos,BCO7003,1,BCO7005,2.0,,,Digital Media and Content Creation
47151,Luisa,Rivera,26,Female,Singapore,BCO7000,2,BCO7006,2.0,BEO6600,2.0,Operations and Supply Chain Management
39221,Alicia,Rivera,30,Female,Malaysia,BCO7005,2,BCO7004,4.0,BEO6000,3.0,Data-Driven Decision Making and Analytics
18811,Angelica,Fernandez,22,Female,Malaysia,BCO7004,4,BCO7003,1.0,BCO7007,2.0,Information Technology and Systems
27480,Carmen,Fernandez,18,Female,Thailand,BEO6000,3,BCO7005,2.0,,,Information Technology and Systems
71197,Ismael,Torres,22,Male,Vietnam,BCO7000,1,BCO7006,4.0,"	
WOM1000",1.0,Data-Driven Decision Making and Analytics
01255,Isabela,Martinez,33,Female,Myanmar,BEO6000,3,BEO6600,2.0,BCO7004,4.0,Leadership and Strategic Management
16206,Jessica,Garcia,24,Female,Cambodia,BCO7002,4,BCO7006,1.0,BCO7007,2.0,Leadership and Strategic Management
21201,Veronica,Gonzalez,32,Female,Brunei,BCO7005,2,BEO6000,3.0,,,Digital Media and Content Creation
56065,Jessica,Santos,32,Female,Philippines,"	
WOM1000",1,BEO6600,2.0,,,General Business and Management
49496,Maria,Martinez,22,Female,Myanmar,BEO6000,3,BCO7002,4.0,BCO7006,1.0,Data-Driven Decision Making and Analytics
35179,Veronica,Ramos,28,Female,Philippines,BEO6600,2,BAO6504,1.0,,,Leadership and Strategic Management
59566,Jose,Ramos,19,Male,Myanmar,BCO7007,2,BEO6000,3.0,,,Operations and Supply Chain Management
01424,Angelica,Cruz,24,Female,Myanmar,BCO7002,4,BCO7007,2.0,BEO6000,3.0,Leadership and Strategic Management
81558,Miguel,Gonzalez,30,Male,Philippines,BCO7004,4,,,,,Operations and Supply Chain Management
85077,Carlos,Reyes,20,Male,Cambodia,BCO7003,1,BCO7007,2.0,BCO7002,4.0,Marketing Strategy and Consumer Behavior
47245,Rosa,Cruz,20,Female,Brunei,BCO7000,3,BCO7006,3.0,BEO6000,3.0,Information Technology and Systems
99340,Sofia,Morales,21,Female,Myanmar,BCO7000,3,BCO7006,4.0,BCO6008,2.0,General Business and Management
69169,Veronica,Martinez,32,Female,Brunei,BEO6000,3,BCO7007,2.0,,,Operations and Supply Chain Management
35058,Rosa,Flores,21,Female,Cambodia,BEO6000,3,BCO7002,4.0,BEO6600,2.0,Digital Media and Content Creation
