st_id,password,first_name,last_name,age,gender,nationality,interest_1,interest_2,CompletedUnit1_Code,CompletedUnit1_Title,CompletedUnit1_Semester,CompletedUnit1_Credits,CompletedUnit2_Code,CompletedUnit2_Title,CompletedUnit2_Semester,CompletedUnit2_Credits,CompletedUnit3_Code,CompletedUnit3_Title,CompletedUnit3_Semester,CompletedUnit3_Credits,CompletedUnit4_Code,CompletedUnit4_Title,CompletedUnit4_Semester,CompletedUnit4_Credits,CompletedUnit5_Code,CompletedUnit5_Title,CompletedUnit5_Semester,CompletedUnit5_Credits,CompletedUnit6_Code,CompletedUnit6_Title,CompletedUnit6_Semester,CompletedUnit6_Credits
51043,kIei6,Antonio,Santos,29,Male,Laos,Financial Analysis,Business Strategy,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,BCO6008,Predictive Analytics,2,12.0,,,,
08591,mqlhb,Fernando,Ramos,24,Male,Indonesia,Business Strategy,General Business Interest,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BCO7005,Data Security and Governance,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,
75319,T4IXF,Angelica,Rivera,24,Female,Thailand,Customer Experience,Financial Analysis,BEO6000,Data Analysis for Business,3,12,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
38690,MiggW,Veronica,Ramos,27,Female,Malaysia,Business Strategy,Customer Experience,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,BCO7006,Coding for Business Analytics,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
32537,aw917,Miguel,Fernandez,27,Male,Philippines,Market Analysis,Programming (Python),BEO6000,Data Analysis for Business,3,12,BCO6008,Predictive Analytics,2,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,
35941,uTYYF,Angelica,Garcia,26,Female,Myanmar,Quantitative Analysis,Programming (Python),BAO6504,Accounting for Management,1,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
80806,3fkQl,Maria,Gonzalez,23,Female,Malaysia,Business Strategy,Data Science,BCO7006,Coding for Business Analytics,1,12,BCO7007,Machine Learning,2,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
62504,6Ag6h,Luisa,Torres,28,Female,Singapore,Machine Learning,Business Intelligence,BCO7000,Business Analytics,1,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
93441,eiqk3,Ismael,Cruz,27,Male,Brunei,Financial Analysis,Business Intelligence,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,1,12.0,BCO7005,Data Security and Governance,2,12.0,,,,,,,,,,,,
70728,TqvpB,Antonio,Reyes,27,Male,Malaysia,Financial Analysis,Machine Learning,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BCO6008,Predictive Analytics,2,12.0,,,,,,,,,,,,
74749,J2Gnq,Jessica,Morales,34,Female,Brunei,Financial Analysis,Leadership and Empowerment,BCO7002,Experience Management,4,12,BCO7000,Business Analytics,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
40379,2FBe1,Sofia,Flores,27,Female,Laos,Business Strategy,Market Analysis,BEO6000,Data Analysis for Business,3,12,BCO7006,Coding for Business Analytics,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
56475,5ne6n,Carlos,Torres,21,Male,Myanmar,Quantitative Analysis,Financial Analysis,BCO7004,Business Data Mining and Warehousing,4,12,BEO6600,Business Economics,2,12.0,BAO6504,Accounting for Management,1,12.0,,,,,,,,,,,,
62611,Jasl5,Angelica,Santos,27,Female,Cambodia,Business Intelligence,Programming (Python),WOM1000,Women in STEM,1,12,,,,,,,,,,,,,,,,,,,,
93296,E0p8z,Antonio,Gonzalez,19,Male,Philippines,Customer Experience,Financial Analysis,BAO6504,Accounting for Management,1,12,BCO7002,Experience Management,4,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
92992,Reji8,Jessica,Martinez,18,Female,Cambodia,Business Strategy,Business Intelligence,BCO7004,Business Data Mining and Warehousing,4,12,BEO6600,Business Economics,2,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
51605,MWlog,Miguel,Morales,26,Male,Singapore,Market Analysis,Economic Theory,BCO7000,Business Analytics,1,12,,,,,,,,,,,,,,,,,,,,
64296,o4EyS,Sofia,Torres,27,Female,Singapore,Quantitative Analysis,Business Intelligence,BEO6000,Data Analysis for Business,3,12,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
93250,IQhCl,Jose,Garcia,29,Male,Philippines,Quantitative Analysis,Business Intelligence,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
59318,cekfb,Ismael,Flores,19,Male,Indonesia,Machine Learning,Data Science,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
99991,8N6tw,Maria,Martinez,34,Female,Indonesia,Machine Learning,Leadership and Empowerment,BEO6000,Data Analysis for Business,3,12,BCO7006,Coding for Business Analytics,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
15747,eh6ZR,Alberto,Torres,33,Male,Cambodia,Financial Analysis,Market Analysis,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
49953,jOF5T,Luisa,Morales,18,Female,Laos,Business Intelligence,General Business Interest,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
32153,CLbu4,Rosa,Gonzalez,21,Female,Malaysia,Business Intelligence,General Business Interest,BCO7006,Coding for Business Analytics,1,12,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
70638,R40GF,Juan,Reyes,19,Male,Myanmar,Quantitative Analysis,Customer Experience,BCO7000,Business Analytics,1,12,BCO7002,Experience Management,4,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
94922,OpTLv,Carlos,Reyes,23,Male,Malaysia,Customer Experience,Market Analysis,BEO6000,Data Analysis for Business,3,12,BCO7002,Experience Management,4,12.0,BCO7006,Coding for Business Analytics,1,12.0,,,,,,,,,,,,
54487,nD8d9,Rosa,Garcia,35,Female,Brunei,Economic Theory,Financial Analysis,BCO7002,Experience Management,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
73405,eonnK,Miguel,Fernandez,33,Male,Myanmar,Business Intelligence,General Business Interest,BCO7005,Data Security and Governance,2,12,,,,,,,,,,,,,,,,,,,,
69276,e7Xvg,Fernando,Cruz,20,Male,Cambodia,Business Intelligence,General Business Interest,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,BCO7003,Analytics Project M anagement,1,12.0,,,,
16051,RjC5h,Veronica,Fernandez,30,Female,Laos,Market Analysis,Machine Learning,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
75791,Lwdc3,Carlos,Cruz,30,Male,Brunei,Market Analysis,Quantitative Analysis,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
82905,m4Se4,Alberto,Flores,30,Male,Indonesia,General Business Interest,Business Strategy,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
84306,9XFjs,Juan,Gonzalez,19,Male,Indonesia,Business Strategy,Quantitative Analysis,BAO6504,Accounting for Management,1,12,BCO6008,Predictive Analytics,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
62041,XXpqx,Sofia,Gonzalez,25,Female,Indonesia,Data Science,Financial Analysis,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BEO6600,Business Economics,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
64266,mOslw,Alberto,Cruz,20,Male,Cambodia,General Business Interest,Market Analysis,BCO7006,Coding for Business Analytics,1,12,,,,,,,,,,,,,,,,,,,,
88769,NpcZ8,Miguel,Ramos,34,Male,Laos,Business Strategy,General Business Interest,BEO6000,Data Analysis for Business,3,12,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,,,,,
88073,zkHKC,Luisa,Fernandez,22,Female,Philippines,Machine Learning,Programming (Python),BCO7004,Business Data Mining and Warehousing,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
62273,1exVi,Maria,Flores,19,Female,Cambodia,Data Science,Economic Theory,BEO6000,Data Analysis for Business,3,12,BAO6504,Accounting for Management,1,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,
00196,AfKeu,Carlos,Flores,33,Male,Vietnam,Data Science,Business Intelligence,BCO7007,Machine Learning,2,12,BCO7006,Coding for Business Analytics,1,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
58590,gZMnL,Jose,Ramos,29,Male,Brunei,Data Science,General Business Interest,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
68021,lHJSl,Rosa,Torres,29,Female,Thailand,Data Science,Machine Learning,BCO7002,Experience Management,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
16652,EM5Ip,Fernando,Martinez,32,Male,Philippines,Programming (Python),Economic Theory,BAO6504,Accounting for Management,1,12,BCO7002,Experience Management,4,12.0,BCO7005,Data Security and Governance,2,12.0,,,,,,,,,,,,
76894,RSDgZ,Jessica,Fernandez,27,Female,Laos,Customer Experience,Quantitative Analysis,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BCO6008,Predictive Analytics,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,
10291,GPEw7,Juan,Santos,31,Male,Singapore,Machine Learning,Business Intelligence,BCO7004,Business Data Mining and Warehousing,4,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
51891,bIKiF,Antonio,Gonzalez,21,Male,Brunei,Customer Experience,Business Intelligence,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7003,Analytics Project M anagement,1,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,
48456,UTrRI,Veronica,Ramos,24,Female,Vietnam,Business Intelligence,Customer Experience,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
57771,vJ4c9,Jessica,Fernandez,25,Female,Thailand,Business Strategy,Market Analysis,BAO6504,Accounting for Management,1,12,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
80738,mT8UZ,Alicia,Torres,18,Female,Thailand,Programming (Python),Market Analysis,BCO7004,Business Data Mining and Warehousing,4,12,BAO6504,Accounting for Management,1,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
13121,YIpN5,Roberto,Martinez,24,Male,Malaysia,General Business Interest,Business Intelligence,BCO7000,Business Analytics,1,12,BCO7007,Machine Learning,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
10799,UWJUV,Antonio,Reyes,22,Male,Thailand,Customer Experience,Quantitative Analysis,BCO7002,Experience Management,4,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
86449,gJrDw,Alberto,Morales,24,Male,Cambodia,Business Intelligence,Machine Learning,BCO7004,Business Data Mining and Warehousing,4,12,BCO7003,Analytics Project M anagement,1,12.0,BCO7007,Machine Learning,2,12.0,,,,,,,,,,,,
12402,nw3e0,Alicia,Cruz,23,Female,Malaysia,General Business Interest,Programming (Python),BCO7002,Experience Management,4,12,BCO7006,Coding for Business Analytics,1,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
10454,m8zTQ,Miguel,Rivera,24,Male,Philippines,Market Analysis,Economic Theory,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,2,12.0,BEO6600,Business Economics,2,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,
79719,n5oO9,Maria,Cruz,35,Female,Brunei,Business Strategy,Programming (Python),BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
13293,HmghH,Fernando,Santos,34,Male,Malaysia,Business Intelligence,Market Analysis,BAO6504,Accounting for Management,1,12,,,,,,,,,,,,,,,,,,,,
45008,wSIOw,Ricardo,Gonzalez,18,Male,Vietnam,Programming (Python),Data Science,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
51094,Ms5fo,Miguel,Garcia,23,Male,Vietnam,Business Strategy,Market Analysis,BEO6600,Business Economics,2,12,BEO6000,Data Analysis for Business,3,12.0,BCO7000,Business Analytics,1,12.0,,,,,,,,,,,,
59890,LAXwJ,Juan,Torres,32,Male,Vietnam,Business Intelligence,Quantitative Analysis,BAO6504,Accounting for Management,1,12,,,,,,,,,,,,,,,,,,,,
06743,BkD06,Ismael,Torres,18,Male,Philippines,General Business Interest,Financial Analysis,BAO6504,Accounting for Management,1,12,BEO6000,Data Analysis for Business,3,12.0,BCO7005,Data Security and Governance,2,12.0,,,,,,,,,,,,
76207,TaybT,Juan,Santos,26,Male,Laos,Business Intelligence,Machine Learning,BCO7004,Business Data Mining and Warehousing,4,12,,,,,,,,,,,,,,,,,,,,
74247,eVmcf,Juan,Reyes,27,Male,Singapore,Data Science,Customer Experience,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,,,,,,,,,,,,,,,,
25646,6f2rQ,Alberto,Flores,23,Male,Myanmar,Customer Experience,Market Analysis,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,4,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,
08077,nGqYU,Veronica,Ramos,31,Female,Philippines,General Business Interest,Leadership and Empowerment,BEO6600,Business Economics,2,12,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
39766,exMEc,Rosa,Garcia,21,Female,Vietnam,Customer Experience,General Business Interest,BCO7007,Machine Learning,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
53819,Qhw0m,Antonio,Santos,20,Male,Myanmar,Customer Experience,Market Analysis,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BEO6600,Business Economics,2,12.0,,,,,,,,,,,,
92882,DiapE,Maria,Reyes,24,Female,Myanmar,Economic Theory,Customer Experience,BEO6600,Business Economics,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
46240,kzIHE,Carmen,Cruz,22,Female,Cambodia,Business Intelligence,Leadership and Empowerment,BCO7006,Coding for Business Analytics,1,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
92726,bBLYV,Ricardo,Reyes,20,Male,Laos,Business Strategy,Market Analysis,BCO7004,Business Data Mining and Warehousing,4,12,,,,,,,,,,,,,,,,,,,,
97910,1xXT7,Jessica,Martinez,35,Female,Indonesia,Economic Theory,Machine Learning,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BCO7005,Data Security and Governance,2,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,1,12.0,,,,
54385,DrXnQ,Carmen,Martinez,35,Female,Vietnam,Quantitative Analysis,Leadership and Empowerment,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
78935,soALT,Juan,Fernandez,30,Male,Philippines,Financial Analysis,Economic Theory,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,1,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,BAO6504,Accounting for Management,1,12.0,,,,
09096,VUv3d,Isabela,Reyes,21,Female,Indonesia,Economic Theory,Data Science,BCO7006,Coding for Business Analytics,1,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
73767,FelKD,Miguel,Ramos,32,Male,Laos,Machine Learning,Quantitative Analysis,BCO7000,Business Analytics,1,12,,,,,,,,,,,,,,,,,,,,
18851,q7cyE,Luisa,Torres,23,Female,Vietnam,General Business Interest,Quantitative Analysis,BEO6000,Data Analysis for Business,3,12,BEO6600,Business Economics,2,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,
08418,BnX2L,Sofia,Martinez,30,Female,Indonesia,Machine Learning,Business Intelligence,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,2,12.0,BCO6008,Predictive Analytics,2,12.0,BCO7003,Analytics Project M anagement,1,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3.0,12.0
04386,IDzRM,Ricardo,Cruz,25,Male,Vietnam,Economic Theory,General Business Interest,WOM1000,Women in STEM,1,12,BCO6008,Predictive Analytics,2,12.0,,,,,,,,,,,,,,,,
16021,0q7QS,Alicia,Ramos,35,Female,Myanmar,Customer Experience,Business Intelligence,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
40519,QszaW,Jessica,Gonzalez,24,Female,Vietnam,Economic Theory,Quantitative Analysis,BEO6600,Business Economics,2,12,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
18467,63PPR,Fernando,Torres,28,Male,Thailand,Data Science,Economic Theory,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,BCO7003,Analytics Project M anagement,1,12.0,,,,,,,,,,,,
12394,H3WV0,Jessica,Cruz,33,Female,Cambodia,Machine Learning,Programming (Python),BCO7002,Experience Management,4,12,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,,,,,
83079,JrtBu,Veronica,Reyes,21,Female,Cambodia,Customer Experience,Market Analysis,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
30998,uCGUa,Ricardo,Garcia,25,Male,Malaysia,Data Science,Machine Learning,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,
80731,lmZZj,Maria,Ramos,20,Female,Laos,Market Analysis,Quantitative Analysis,BCO7005,Data Security and Governance,2,12,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
23672,jK251,Luisa,Reyes,29,Female,Singapore,Programming (Python),Business Intelligence,WOM1000,Women in STEM,1,12,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,,,,,,,,,,,,
71544,qeOFJ,Angelica,Santos,20,Female,Malaysia,Financial Analysis,Business Intelligence,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,BEO6600,Business Economics,2,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
36545,7Wrq3,Jose,Flores,25,Male,Myanmar,Business Strategy,Quantitative Analysis,BCO6008,Predictive Analytics,2,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
20954,mpGpr,Fernando,Santos,33,Male,Thailand,Machine Learning,Market Analysis,BEO6000,Data Analysis for Business,3,12,BEO6600,Business Economics,2,12.0,,,,,,,,,,,,,,,,
72129,Cg8K0,Juan,Ramos,31,Male,Malaysia,Financial Analysis,Business Intelligence,BCO7006,Coding for Business Analytics,1,12,BCO7005,Data Security and Governance,2,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
00125,MqoRh,Angelica,Santos,19,Female,Brunei,Programming (Python),Customer Experience,BCO7006,Coding for Business Analytics,1,12,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
86994,BIkb2,Carlos,Martinez,30,Male,Malaysia,Business Strategy,General Business Interest,WOM1000,Women in STEM,1,12,,,,,,,,,,,,,,,,,,,,
53582,s2t8B,Luisa,Reyes,24,Female,Singapore,General Business Interest,Economic Theory,BAO6504,Accounting for Management,1,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
37625,llcCi,Rosa,Morales,34,Female,Brunei,Financial Analysis,Data Science,BCO7000,Business Analytics,1,12,BEO6000,Data Analysis for Business,3,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,3,12.0,,,,,,,,
33639,LKYDd,Carmen,Gonzalez,23,Female,Cambodia,Economic Theory,Quantitative Analysis,BCO6008,Predictive Analytics,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
55330,9ncc5,Ismael,Martinez,23,Male,Brunei,Quantitative Analysis,Machine Learning,BCO6008,Predictive Analytics,2,12,,,,,,,,,,,,,,,,,,,,
43174,Wh1cz,Jose,Gonzalez,29,Male,Cambodia,Customer Experience,Market Analysis,BEO6000,Data Analysis for Business,3,12,,,,,,,,,,,,,,,,,,,,
89335,uol1n,Rosa,Ramos,31,Female,Malaysia,Economic Theory,Leadership and Empowerment,BCO7004,Business Data Mining and Warehousing,4,12,BCO6008,Predictive Analytics,2,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
94310,K6ZTV,Luisa,Morales,21,Female,Cambodia,General Business Interest,Market Analysis,BAO6504,Accounting for Management,1,12,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
44015,rkiPc,Carmen,Rivera,25,Female,Myanmar,Business Strategy,Customer Experience,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
33215,5qL6q,Ricardo,Gonzalez,18,Male,Indonesia,Financial Analysis,Quantitative Analysis,BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
93653,zccnd,Ricardo,Morales,34,Male,Cambodia,Machine Learning,Economic Theory,BCO7004,Business Data Mining and Warehousing,4,12,BCO7003,Analytics Project M anagement,1,12.0,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,
18417,Y4ORz,Alberto,Torres,30,Male,Singapore,Business Intelligence,Customer Experience,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,3,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO6008,Predictive Analytics,2,12.0,,,,,,,,
08055,4NZWE,Angelica,Rivera,21,Female,Brunei,Market Analysis,General Business Interest,BCO7006,Coding for Business Analytics,1,12,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,,,,,
41862,ksNvE,Miguel,Morales,22,Male,Myanmar,Data Science,Programming (Python),WOM1000,Women in STEM,1,12,BCO7004,Business Data Mining and Warehousing,4,12.0,BEO6600,Business Economics,2,12.0,,,,,,,,,,,,
28194,JVy6q,Luisa,Garcia,20,Female,Thailand,Financial Analysis,Leadership and Empowerment,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
52625,mIJaA,Juan,Morales,21,Male,Singapore,Market Analysis,Data Science,BCO7002,Experience Management,4,12,BEO6000,Data Analysis for Business,3,12.0,BCO7005,Data Security and Governance,2,12.0,,,,,,,,,,,,
55568,XeNDR,Roberto,Fernandez,18,Male,Cambodia,Business Intelligence,Customer Experience,BCO7002,Experience Management,4,12,BCO7003,Analytics Project M anagement,1,12.0,,,,,,,,,,,,,,,,
00532,UMNsj,Fernando,Cruz,30,Male,Malaysia,Programming (Python),Market Analysis,BCO7000,Business Analytics,2,12,BCO7006,Coding for Business Analytics,2,12.0,BEO6600,Business Economics,2,12.0,,,,,,,,,,,,
77773,6CEg2,Isabela,Santos,22,Female,Brunei,Business Intelligence,Quantitative Analysis,BCO6008,Predictive Analytics,2,12,BAO6504,Accounting for Management,1,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,,,,,
92460,hiZBy,Jessica,Flores,31,Female,Myanmar,General Business Interest,Financial Analysis,BCO7005,Data Security and Governance,2,12,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,,,,,
49360,xSsH1,Carmen,Santos,20,Female,Myanmar,Customer Experience,Quantitative Analysis,BCO7005,Data Security and Governance,2,12,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,4,12.0,,,,,,,,,,,,
06828,muvrH,Fernando,Santos,24,Male,Brunei,Data Science,Market Analysis,BCO7006,Coding for Business Analytics,1,12,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,,,,,
15624,7CzTy,Miguel,Cruz,29,Male,Vietnam,Programming (Python),Market Analysis,BCO7005,Data Security and Governance,2,12,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,,,,,
90760,gh72Z,Fernando,Fernandez,23,Male,Philippines,Data Science,Customer Experience,BAO6504,Accounting for Management,1,12,BEO6000,Data Analysis for Business,3,12.0,,,,,,,,,,,,,,,,
40926,SBAHJ,Angelica,Torres,30,Female,Vietnam,Machine Learning,Business Intelligence,BCO7004,Business Data Mining and Warehousing,4,12,BEO6600,Business Economics,2,12.0,WOM1000,Women in STEM,2,12.0,,,,,,,,,,,,
04821,Ke6Yl,Luisa,Rivera,26,Female,Vietnam,Programming (Python),Leadership and Empowerment,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,WOM1000,Women in STEM,4,12.0,,,,
54800,6RdVG,Jessica,Gonzalez,21,Female,Philippines,Machine Learning,Data Science,BCO7000,Business Analytics,4,12,BCO7006,Coding for Business Analytics,4,12.0,BCO7004,Business Data Mining and Warehousing,4,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
57053,v9zKP,Miguel,Santos,32,Male,Myanmar,Market Analysis,Quantitative Analysis,WOM1000,Women in STEM,1,12,,,,,,,,,,,,,,,,,,,,
74999,8cY9z,Antonio,Gonzalez,22,Male,Brunei,Data Science,Customer Experience,BCO7000,Business Analytics,1,12,BCO7006,Coding for Business Analytics,1,12.0,BCO7007,Machine Learning,2,12.0,WOM1000,Women in STEM,1,12.0,,,,,,,,
92523,MGUvJ,Jessica,Ramos,34,Female,Myanmar,Machine Learning,Business Strategy,BEO6000,Data Analysis for Business,3,12,WOM1000,Women in STEM,3,12.0,,,,,,,,,,,,,,,,
37694,FjNGV,Carlos,Martinez,30,Male,Myanmar,Market Analysis,Customer Experience,BEO6000,Data Analysis for Business,3,12,BCO7002,Experience Management,4,12.0,,,,,,,,,,,,,,,,
73079,s3mKO,Antonio,Torres,26,Male,Philippines,General Business Interest,Programming (Python),BCO7000,Business Analytics,3,12,BCO7006,Coding for Business Analytics,4,12.0,BEO6000,Data Analysis for Business,3,12.0,BCO7002,Experience Management,4,12.0,,,,,,,,
